,Code,age,sex,settlement,population.total,population.ed,population.not.ed,year,addressCod,addressCode
833,IR.SM,18,دختر,روستا,1263,443,820,1390,20,20
834,IR.TH,18,دختر,روستا,8260,2700,5560,1390,23,23
835,IR.WA,18,دختر,روستا,12847,2051,10796,1390,4,04
836,IR.YA,18,دختر,روستا,1477,570,907,1390,21,21
837,IR.ZA,18,دختر,روستا,4355,737,3618,1390,19,19
838,IR.AL,19,دختر,روستا,2038,718,1320,1390,30,30
839,IR.AR,19,دختر,روستا,4750,878,3872,1390,24,24
840,IR.BK,19,دختر,روستا,5931,992,4939,1390,5,05
841,IR.BS,19,دختر,روستا,3002,912,2090,1390,18,18
842,IR.CM,19,دختر,روستا,4622,1009,3613,1390,14,14
843,IR.EA,19,دختر,روستا,10631,1727,8904,1390,3,03
844,IR.ES,19,دختر,روستا,6318,1940,4378,1390,10,10
845,IR.FA,19,دختر,روستا,15397,4062,11335,1390,7,07
846,IR.GI,19,دختر,روستا,9044,2599,6445,1390,1,01
847,IR.GO,19,دختر,روستا,9305,1612,7693,1390,27,27
848,IR.HD,19,دختر,روستا,7496,1216,6280,1390,13,13
849,IR.HG,19,دختر,روستا,9284,1903,7381,1390,22,22
850,IR.IL,19,دختر,روستا,2342,703,1639,1390,16,16
851,IR.KB,19,دختر,روستا,3668,939,2729,1390,17,17
852,IR.KD,19,دختر,روستا,6073,497,5576,1390,12,12
853,IR.KE,19,دختر,روستا,13414,3825,9589,1390,8,08
854,IR.KJ,19,دختر,روستا,2837,523,2314,1390,29,29
855,IR.KS,19,دختر,روستا,4552,773,3779,1390,28,28
856,IR.KV,19,دختر,روستا,17048,2144,14904,1390,9,09
857,IR.KZ,19,دختر,روستا,15206,2989,12217,1390,6,06
858,IR.LO,19,دختر,روستا,7977,1799,6178,1390,15,15
859,IR.MK,19,دختر,روستا,3180,589,2591,1390,0,00
860,IR.MN,19,دختر,روستا,12202,4937,7265,1390,2,02
861,IR.QM,19,دختر,روستا,445,82,363,1390,25,25
862,IR.QZ,19,دختر,روستا,3402,662,2740,1390,26,26
863,IR.SB,19,دختر,روستا,13714,1997,11717,1390,11,11
864,IR.SM,19,دختر,روستا,1253,381,872,1390,20,20
865,IR.TH,19,دختر,روستا,7927,2183,5744,1390,23,23
866,IR.WA,19,دختر,روستا,13118,1891,11227,1390,4,04
867,IR.YA,19,دختر,روستا,1506,551,955,1390,21,21
868,IR.ZA,19,دختر,روستا,4640,749,3891,1390,19,19
869,IR.AL,6,پسر,شهر,16228,12487,3741,1390,30,30
870,IR.AR,6,پسر,شهر,6144,4997,1147,1390,24,24
871,IR.BK,6,پسر,شهر,9571,7555,2016,1390,5,05
872,IR.BS,6,پسر,شهر,5746,4332,1414,1390,18,18
873,IR.CM,6,پسر,شهر,4115,3331,784,1390,14,14
874,IR.EA,6,پسر,شهر,17961,14110,3851,1390,3,03
875,IR.ES,6,پسر,شهر,29292,22303,6989,1390,10,10
876,IR.FA,6,پسر,شهر,22385,17031,5354,1390,7,07
877,IR.GI,6,پسر,شهر,9308,7458,1850,1390,1,01
878,IR.GO,6,پسر,شهر,7226,5648,1578,1390,27,27
879,IR.HD,6,پسر,شهر,7018,5460,1558,1390,13,13
880,IR.HG,6,پسر,شهر,7243,5333,1910,1390,22,22
881,IR.IL,6,پسر,شهر,2873,2291,582,1390,16,16
882,IR.KB,6,پسر,شهر,2952,2360,592,1390,17,17
883,IR.KD,6,پسر,شهر,7694,6128,1566,1390,12,12
884,IR.KE,6,پسر,شهر,14444,10445,3999,1390,8,08
885,IR.KJ,6,پسر,شهر,3226,2550,676,1390,29,29
886,IR.KS,6,پسر,شهر,3607,2839,768,1390,28,28
887,IR.KV,6,پسر,شهر,36146,27127,9019,1390,9,09
888,IR.KZ,6,پسر,شهر,26578,20367,6211,1390,6,06
889,IR.LO,6,پسر,شهر,8066,6395,1671,1390,15,15
890,IR.MK,6,پسر,شهر,7960,6287,1673,1390,0,00
891,IR.MN,6,پسر,شهر,11059,8593,2466,1390,2,02
892,IR.QM,6,پسر,شهر,9223,6852,2371,1390,25,25
893,IR.QZ,6,پسر,شهر,6872,5191,1681,1390,26,26
894,IR.SB,6,پسر,شهر,15132,10588,4544,1390,11,11
895,IR.SM,6,پسر,شهر,3520,2611,909,1390,20,20
896,IR.TH,6,پسر,شهر,74306,55149,19157,1390,23,23
897,IR.WA,6,پسر,شهر,15506,12075,3431,1390,4,04
898,IR.YA,6,پسر,شهر,7555,5732,1823,1390,21,21
899,IR.ZA,6,پسر,شهر,4480,3678,802,1390,19,19
900,IR.AL,7,پسر,شهر,15291,14581,710,1390,30,30
901,IR.AR,7,پسر,شهر,5957,5800,157,1390,24,24
902,IR.BK,7,پسر,شهر,9054,8754,300,1390,5,05
903,IR.BS,7,پسر,شهر,5451,5081,370,1390,18,18
904,IR.CM,7,پسر,شهر,3880,3753,127,1390,14,14
905,IR.EA,7,پسر,شهر,17311,16630,681,1390,3,03
906,IR.ES,7,پسر,شهر,27214,25836,1378,1390,10,10
907,IR.FA,7,پسر,شهر,20612,19363,1249,1390,7,07
908,IR.GI,7,پسر,شهر,8723,8395,328,1390,1,01
909,IR.GO,7,پسر,شهر,6771,6482,289,1390,27,27
910,IR.HD,7,پسر,شهر,6453,6237,216,1390,13,13
911,IR.HG,7,پسر,شهر,6806,6304,502,1390,22,22
912,IR.IL,7,پسر,شهر,2757,2651,106,1390,16,16
913,IR.KB,7,پسر,شهر,2846,2765,81,1390,17,17
914,IR.KD,7,پسر,شهر,7251,6938,313,1390,12,12
915,IR.KE,7,پسر,شهر,13310,12079,1231,1390,8,08
916,IR.KJ,7,پسر,شهر,3095,2984,111,1390,29,29
917,IR.KS,7,پسر,شهر,3403,3305,98,1390,28,28
918,IR.KV,7,پسر,شهر,34615,32982,1633,1390,9,09
919,IR.KZ,7,پسر,شهر,25205,24005,1200,1390,6,06
920,IR.LO,7,پسر,شهر,7503,7164,339,1390,15,15
921,IR.MK,7,پسر,شهر,7321,7029,292,1390,0,00
922,IR.MN,7,پسر,شهر,10383,9949,434,1390,2,02
923,IR.QM,7,پسر,شهر,8909,8541,368,1390,25,25
924,IR.QZ,7,پسر,شهر,6444,5893,551,1390,26,26
925,IR.SB,7,پسر,شهر,14757,13395,1362,1390,11,11
926,IR.SM,7,پسر,شهر,3460,3274,186,1390,20,20
927,IR.TH,7,پسر,شهر,70036,66257,3779,1390,23,23
928,IR.WA,7,پسر,شهر,14921,14328,593,1390,4,04
929,IR.YA,7,پسر,شهر,7219,6658,561,1390,21,21
930,IR.ZA,7,پسر,شهر,4176,4056,120,1390,19,19
931,IR.AL,8,پسر,شهر,14799,14277,522,1390,30,30
932,IR.AR,8,پسر,شهر,5934,5784,150,1390,24,24
933,IR.BK,8,پسر,شهر,8919,8639,280,1390,5,05
934,IR.BS,8,پسر,شهر,5372,5066,306,1390,18,18
935,IR.CM,8,پسر,شهر,3801,3681,120,1390,14,14
936,IR.EA,8,پسر,شهر,17156,16565,591,1390,3,03
937,IR.ES,8,پسر,شهر,27827,26723,1104,1390,10,10
938,IR.FA,8,پسر,شهر,21029,19949,1080,1390,7,07
939,IR.GI,8,پسر,شهر,9270,8995,275,1390,1,01
940,IR.GO,8,پسر,شهر,6520,6283,237,1390,27,27
941,IR.HD,8,پسر,شهر,6465,6261,204,1390,13,13
942,IR.HG,8,پسر,شهر,6974,6516,458,1390,22,22
943,IR.IL,8,پسر,شهر,2630,2549,81,1390,16,16
944,IR.KB,8,پسر,شهر,2837,2752,85,1390,17,17
945,IR.KD,8,پسر,شهر,7008,6735,273,1390,12,12
946,IR.KE,8,پسر,شهر,13783,12720,1063,1390,8,08
947,IR.KJ,8,پسر,شهر,3143,3030,113,1390,29,29
948,IR.KS,8,پسر,شهر,3329,3261,68,1390,28,28
949,IR.KV,8,پسر,شهر,33739,32462,1277,1390,9,09
950,IR.KZ,8,پسر,شهر,25394,24302,1092,1390,6,06
951,IR.LO,8,پسر,شهر,7601,7309,292,1390,15,15
952,IR.MK,8,پسر,شهر,7257,7033,224,1390,0,00
953,IR.MN,8,پسر,شهر,10592,10263,329,1390,2,02
954,IR.QM,8,پسر,شهر,8914,8637,277,1390,25,25
955,IR.QZ,8,پسر,شهر,6306,5784,522,1390,26,26
956,IR.SB,8,پسر,شهر,14429,13192,1237,1390,11,11
957,IR.SM,8,پسر,شهر,3435,3290,145,1390,20,20
958,IR.TH,8,پسر,شهر,70530,67427,3103,1390,23,23
959,IR.WA,8,پسر,شهر,15009,14509,500,1390,4,04
960,IR.YA,8,پسر,شهر,7200,6731,469,1390,21,21
961,IR.ZA,8,پسر,شهر,4332,4243,89,1390,19,19
962,IR.AL,9,پسر,شهر,14377,13874,503,1390,30,30
963,IR.AR,9,پسر,شهر,5815,5666,149,1390,24,24
964,IR.BK,9,پسر,شهر,8645,8393,252,1390,5,05
965,IR.BS,9,پسر,شهر,5302,5012,290,1390,18,18
966,IR.CM,9,پسر,شهر,3778,3659,119,1390,14,14
967,IR.EA,9,پسر,شهر,17290,16717,573,1390,3,03
968,IR.ES,9,پسر,شهر,27558,26634,924,1390,10,10
969,IR.FA,9,پسر,شهر,20682,19746,936,1390,7,07
970,IR.GI,9,پسر,شهر,9203,8931,272,1390,1,01
971,IR.GO,9,پسر,شهر,6501,6301,200,1390,27,27
972,IR.HD,9,پسر,شهر,6665,6463,202,1390,13,13
973,IR.HG,9,پسر,شهر,6787,6398,389,1390,22,22
974,IR.IL,9,پسر,شهر,2525,2463,62,1390,16,16
975,IR.KB,9,پسر,شهر,2764,2681,83,1390,17,17
976,IR.KD,9,پسر,شهر,6801,6571,230,1390,12,12
977,IR.KE,9,پسر,شهر,13607,12689,918,1390,8,08
978,IR.KJ,9,پسر,شهر,3252,3161,91,1390,29,29
979,IR.KS,9,پسر,شهر,3295,3207,88,1390,28,28
980,IR.KV,9,پسر,شهر,33810,32566,1244,1390,9,09
981,IR.KZ,9,پسر,شهر,24913,23902,1011,1390,6,06
982,IR.LO,9,پسر,شهر,7377,7104,273,1390,15,15
983,IR.MK,9,پسر,شهر,7269,7084,185,1390,0,00
984,IR.MN,9,پسر,شهر,10999,10669,330,1390,2,02
985,IR.QM,9,پسر,شهر,8714,8421,293,1390,25,25
986,IR.QZ,9,پسر,شهر,6337,5815,522,1390,26,26
987,IR.SB,9,پسر,شهر,14452,13223,1229,1390,11,11
988,IR.SM,9,پسر,شهر,3428,3261,167,1390,20,20
989,IR.TH,9,پسر,شهر,68965,66022,2943,1390,23,23
990,IR.WA,9,پسر,شهر,14881,14374,507,1390,4,04
991,IR.YA,9,پسر,شهر,7114,6741,373,1390,21,21
992,IR.ZA,9,پسر,شهر,4379,4287,92,1390,19,19
993,IR.AL,10,پسر,شهر,15509,14972,537,1390,30,30
994,IR.AR,10,پسر,شهر,5997,5867,130,1390,24,24
995,IR.BK,10,پسر,شهر,9501,9203,298,1390,5,05
996,IR.BS,10,پسر,شهر,4995,4734,261,1390,18,18
997,IR.CM,10,پسر,شهر,3975,3876,99,1390,14,14
998,IR.EA,10,پسر,شهر,18933,18352,581,1390,3,03
999,IR.ES,10,پسر,شهر,29867,28903,964,1390,10,10
1000,IR.FA,10,پسر,شهر,22700,21696,1004,1390,7,07
1001,IR.GI,10,پسر,شهر,10394,10079,315,1390,1,01
1002,IR.GO,10,پسر,شهر,6690,6490,200,1390,27,27
1003,IR.HD,10,پسر,شهر,7312,7128,184,1390,13,13
1004,IR.HG,10,پسر,شهر,6389,5957,432,1390,22,22
1005,IR.IL,10,پسر,شهر,2632,2567,65,1390,16,16
1006,IR.KB,10,پسر,شهر,2745,2676,69,1390,17,17
1007,IR.KD,10,پسر,شهر,7023,6791,232,1390,12,12
1008,IR.KE,10,پسر,شهر,14436,13466,970,1390,8,08
1009,IR.KJ,10,پسر,شهر,3042,2970,72,1390,29,29
1010,IR.KS,10,پسر,شهر,3273,3194,79,1390,28,28
1011,IR.KV,10,پسر,شهر,35019,33792,1227,1390,9,09
1012,IR.KZ,10,پسر,شهر,25558,24607,951,1390,6,06
1013,IR.LO,10,پسر,شهر,8009,7684,325,1390,15,15
1014,IR.MK,10,پسر,شهر,7556,7377,179,1390,0,00
1015,IR.MN,10,پسر,شهر,12082,11662,420,1390,2,02
1016,IR.QM,10,پسر,شهر,8726,8500,226,1390,25,25
1017,IR.QZ,10,پسر,شهر,6481,5982,499,1390,26,26
1018,IR.SB,10,پسر,شهر,13301,12187,1114,1390,11,11
1019,IR.SM,10,پسر,شهر,3523,3368,155,1390,20,20
1020,IR.TH,10,پسر,شهر,79768,76073,3695,1390,23,23
1021,IR.WA,10,پسر,شهر,16039,15468,571,1390,4,04
1022,IR.YA,10,پسر,شهر,7080,6647,433,1390,21,21
1023,IR.ZA,10,پسر,شهر,4749,4665,84,1390,19,19
1024,IR.AL,11,پسر,شهر,14846,14355,491,1390,30,30
1025,IR.AR,11,پسر,شهر,5891,5769,122,1390,24,24
1026,IR.BK,11,پسر,شهر,9123,8844,279,1390,5,05
1027,IR.BS,11,پسر,شهر,4839,4630,209,1390,18,18
1028,IR.CM,11,پسر,شهر,3969,3875,94,1390,14,14
1029,IR.EA,11,پسر,شهر,18135,17629,506,1390,3,03
1030,IR.ES,11,پسر,شهر,29358,28355,1003,1390,10,10
1031,IR.FA,11,پسر,شهر,22114,21168,946,1390,7,07
1032,IR.GI,11,پسر,شهر,10262,9969,293,1390,1,01
1033,IR.GO,11,پسر,شهر,6898,6664,234,1390,27,27
1034,IR.HD,11,پسر,شهر,7241,7036,205,1390,13,13
1035,IR.HG,11,پسر,شهر,5952,5629,323,1390,22,22
1036,IR.IL,11,پسر,شهر,2517,2443,74,1390,16,16
1037,IR.KB,11,پسر,شهر,2704,2644,60,1390,17,17
1038,IR.KD,11,پسر,شهر,7046,6815,231,1390,12,12
1039,IR.KE,11,پسر,شهر,13792,12981,811,1390,8,08
1040,IR.KJ,11,پسر,شهر,3467,3389,78,1390,29,29
1041,IR.KS,11,پسر,شهر,3765,3693,72,1390,28,28
1042,IR.KV,11,پسر,شهر,34489,33291,1198,1390,9,09
1043,IR.KZ,11,پسر,شهر,24704,23805,899,1390,6,06
1044,IR.LO,11,پسر,شهر,7754,7505,249,1390,15,15
1045,IR.MK,11,پسر,شهر,7469,7300,169,1390,0,00
1046,IR.MN,11,پسر,شهر,11854,11521,333,1390,2,02
1047,IR.QM,11,پسر,شهر,8534,8359,175,1390,25,25
1048,IR.QZ,11,پسر,شهر,6224,5782,442,1390,26,26
1049,IR.SB,11,پسر,شهر,12844,11714,1130,1390,11,11
1050,IR.SM,11,پسر,شهر,3654,3478,176,1390,20,20
1051,IR.TH,11,پسر,شهر,74826,71961,2865,1390,23,23
1052,IR.WA,11,پسر,شهر,15448,14956,492,1390,4,04
1053,IR.YA,11,پسر,شهر,6793,6444,349,1390,21,21
1054,IR.ZA,11,پسر,شهر,4536,4462,74,1390,19,19
1055,IR.AL,12,پسر,شهر,14780,14252,528,1390,30,30
1056,IR.AR,12,پسر,شهر,6117,5940,177,1390,24,24
1057,IR.BK,12,پسر,شهر,9337,9070,267,1390,5,05
1058,IR.BS,12,پسر,شهر,5068,4789,279,1390,18,18
1059,IR.CM,12,پسر,شهر,3975,3859,116,1390,14,14
1060,IR.EA,12,پسر,شهر,18087,17583,504,1390,3,03
1061,IR.ES,12,پسر,شهر,29605,28497,1108,1390,10,10
1062,IR.FA,12,پسر,شهر,23168,22093,1075,1390,7,07
1063,IR.GI,12,پسر,شهر,9953,9656,297,1390,1,01
1064,IR.GO,12,پسر,شهر,6865,6564,301,1390,27,27
1065,IR.HD,12,پسر,شهر,7520,7323,197,1390,13,13
1066,IR.HG,12,پسر,شهر,6406,5965,441,1390,22,22
1067,IR.IL,12,پسر,شهر,2500,2432,68,1390,16,16
1068,IR.KB,12,پسر,شهر,2917,2851,66,1390,17,17
1069,IR.KD,12,پسر,شهر,7263,6973,290,1390,12,12
1070,IR.KE,12,پسر,شهر,14082,13136,946,1390,8,08
1071,IR.KJ,12,پسر,شهر,3491,3370,121,1390,29,29
1072,IR.KS,12,پسر,شهر,4073,3994,79,1390,28,28
1073,IR.KV,12,پسر,شهر,35694,34140,1554,1390,9,09
1074,IR.KZ,12,پسر,شهر,25638,24569,1069,1390,6,06
1075,IR.LO,12,پسر,شهر,8182,7870,312,1390,15,15
1076,IR.MK,12,پسر,شهر,7708,7497,211,1390,0,00
1077,IR.MN,12,پسر,شهر,11646,11279,367,1390,2,02
1078,IR.QM,12,پسر,شهر,8661,8380,281,1390,25,25
1079,IR.QZ,12,پسر,شهر,6309,5821,488,1390,26,26
1080,IR.SB,12,پسر,شهر,13474,11954,1520,1390,11,11
1081,IR.SM,12,پسر,شهر,3482,3320,162,1390,20,20
1082,IR.TH,12,پسر,شهر,76146,73090,3056,1390,23,23
1083,IR.WA,12,پسر,شهر,15827,15237,590,1390,4,04
1084,IR.YA,12,پسر,شهر,7169,6720,449,1390,21,21
1085,IR.ZA,12,پسر,شهر,4468,4377,91,1390,19,19
1086,IR.AL,13,پسر,شهر,14878,14268,610,1390,30,30
1087,IR.AR,13,پسر,شهر,6205,5962,243,1390,24,24
1088,IR.BK,13,پسر,شهر,9644,9296,348,1390,5,05
1089,IR.BS,13,پسر,شهر,4850,4567,283,1390,18,18
1090,IR.CM,13,پسر,شهر,3976,3880,96,1390,14,14
1091,IR.EA,13,پسر,شهر,18080,17475,605,1390,3,03
1092,IR.ES,13,پسر,شهر,28864,27568,1296,1390,10,10
1093,IR.FA,13,پسر,شهر,22447,21203,1244,1390,7,07
1094,IR.GI,13,پسر,شهر,10113,9795,318,1390,1,01
1095,IR.GO,13,پسر,شهر,6790,6418,372,1390,27,27
1096,IR.HD,13,پسر,شهر,7488,7244,244,1390,13,13
1097,IR.HG,13,پسر,شهر,6296,5904,392,1390,22,22
1098,IR.IL,13,پسر,شهر,2432,2354,78,1390,16,16
1099,IR.KB,13,پسر,شهر,2811,2749,62,1390,17,17
1100,IR.KD,13,پسر,شهر,7343,6929,414,1390,12,12
1101,IR.KE,13,پسر,شهر,13847,12785,1062,1390,8,08
1102,IR.KJ,13,پسر,شهر,3414,3276,138,1390,29,29
1103,IR.KS,13,پسر,شهر,3890,3781,109,1390,28,28
1104,IR.KV,13,پسر,شهر,34909,32822,2087,1390,9,09
1105,IR.KZ,13,پسر,شهر,25657,24314,1343,1390,6,06
1106,IR.LO,13,پسر,شهر,8113,7751,362,1390,15,15
1107,IR.MK,13,پسر,شهر,7657,7393,264,1390,0,00
1108,IR.MN,13,پسر,شهر,11661,11264,397,1390,2,02
1109,IR.QM,13,پسر,شهر,8760,8377,383,1390,25,25
1110,IR.QZ,13,پسر,شهر,6176,5665,511,1390,26,26
1111,IR.SB,13,پسر,شهر,13293,11529,1764,1390,11,11
1112,IR.SM,13,پسر,شهر,3340,3157,183,1390,20,20
1113,IR.TH,13,پسر,شهر,74662,71268,3394,1390,23,23
1114,IR.WA,13,پسر,شهر,15812,15013,799,1390,4,04
1115,IR.YA,13,پسر,شهر,6698,6247,451,1390,21,21
1116,IR.ZA,13,پسر,شهر,4550,4467,83,1390,19,19
1117,IR.AL,14,پسر,شهر,14829,13975,854,1390,30,30
1118,IR.AR,14,پسر,شهر,6540,6133,407,1390,24,24
1119,IR.BK,14,پسر,شهر,10591,10055,536,1390,5,05
1120,IR.BS,14,پسر,شهر,4989,4595,394,1390,18,18
1121,IR.CM,14,پسر,شهر,4232,4031,201,1390,14,14
1122,IR.EA,14,پسر,شهر,17806,16877,929,1390,3,03
1123,IR.ES,14,پسر,شهر,28821,27016,1805,1390,10,10
1124,IR.FA,14,پسر,شهر,23065,21410,1655,1390,7,07
1125,IR.GI,14,پسر,شهر,10571,10077,494,1390,1,01
1126,IR.GO,14,پسر,شهر,7085,6501,584,1390,27,27
1127,IR.HD,14,پسر,شهر,8045,7654,391,1390,13,13
1128,IR.HG,14,پسر,شهر,6444,5867,577,1390,22,22
1129,IR.IL,14,پسر,شهر,2708,2616,92,1390,16,16
1130,IR.KB,14,پسر,شهر,3112,3019,93,1390,17,17
1131,IR.KD,14,پسر,شهر,7884,7251,633,1390,12,12
1132,IR.KE,14,پسر,شهر,14114,12839,1275,1390,8,08
1133,IR.KJ,14,پسر,شهر,3892,3724,168,1390,29,29
1134,IR.KS,14,پسر,شهر,4234,4026,208,1390,28,28
1135,IR.KV,14,پسر,شهر,35712,32256,3456,1390,9,09
1136,IR.KZ,14,پسر,شهر,25538,23527,2011,1390,6,06
1137,IR.LO,14,پسر,شهر,8643,8143,500,1390,15,15
1138,IR.MK,14,پسر,شهر,7882,7488,394,1390,0,00
1139,IR.MN,14,پسر,شهر,11109,10582,527,1390,2,02
1140,IR.QM,14,پسر,شهر,8713,8015,698,1390,25,25
1141,IR.QZ,14,پسر,شهر,6459,5855,604,1390,26,26
1142,IR.SB,14,پسر,شهر,13286,11000,2286,1390,11,11
1143,IR.SM,14,پسر,شهر,3382,3154,228,1390,20,20
1144,IR.TH,14,پسر,شهر,74227,69672,4555,1390,23,23
1145,IR.WA,14,پسر,شهر,16038,14878,1160,1390,4,04
1146,IR.YA,14,پسر,شهر,6681,6053,628,1390,21,21
1147,IR.ZA,14,پسر,شهر,4837,4704,133,1390,19,19
1148,IR.AL,15,پسر,شهر,14605,13253,1352,1390,30,30
1149,IR.AR,15,پسر,شهر,6533,5864,669,1390,24,24
1150,IR.BK,15,پسر,شهر,10837,9845,992,1390,5,05
1151,IR.BS,15,پسر,شهر,5215,4444,771,1390,18,18
1152,IR.CM,15,پسر,شهر,4282,3968,314,1390,14,14
1153,IR.EA,15,پسر,شهر,18063,16534,1529,1390,3,03
1154,IR.ES,15,پسر,شهر,28774,25586,3188,1390,10,10
1155,IR.FA,15,پسر,شهر,23871,21190,2681,1390,7,07
1156,IR.GI,15,پسر,شهر,10298,9359,939,1390,1,01
1157,IR.GO,15,پسر,شهر,7341,6366,975,1390,27,27
1158,IR.HD,15,پسر,شهر,8345,7680,665,1390,13,13
1159,IR.HG,15,پسر,شهر,6931,6067,864,1390,22,22
1160,IR.IL,15,پسر,شهر,2789,2597,192,1390,16,16
1161,IR.KB,15,پسر,شهر,3288,3133,155,1390,17,17
1162,IR.KD,15,پسر,شهر,8112,6933,1179,1390,12,12
1163,IR.KE,15,پسر,شهر,15369,13354,2015,1390,8,08
1164,IR.KJ,15,پسر,شهر,3950,3665,285,1390,29,29
1165,IR.KS,15,پسر,شهر,4354,3964,390,1390,28,28
1166,IR.KV,15,پسر,شهر,36425,30564,5861,1390,9,09
1167,IR.KZ,15,پسر,شهر,26578,23256,3322,1390,6,06
1168,IR.LO,15,پسر,شهر,8920,8116,804,1390,15,15
1169,IR.MK,15,پسر,شهر,7709,7021,688,1390,0,00
1170,IR.MN,15,پسر,شهر,11372,10380,992,1390,2,02
1171,IR.QM,15,پسر,شهر,9297,8026,1271,1390,25,25
1172,IR.QZ,15,پسر,شهر,6598,5708,890,1390,26,26
1173,IR.SB,15,پسر,شهر,12908,9763,3145,1390,11,11
1174,IR.SM,15,پسر,شهر,3320,2960,360,1390,20,20
1175,IR.TH,15,پسر,شهر,73908,65697,8211,1390,23,23
1176,IR.WA,15,پسر,شهر,15533,13623,1910,1390,4,04
1177,IR.YA,15,پسر,شهر,6513,5564,949,1390,21,21
1178,IR.ZA,15,پسر,شهر,5119,4805,314,1390,19,19
1179,IR.AL,16,پسر,شهر,15513,13254,2259,1390,30,30
1180,IR.AR,16,پسر,شهر,7311,6247,1064,1390,24,24
1181,IR.BK,16,پسر,شهر,12176,10507,1669,1390,5,05
1182,IR.BS,16,پسر,شهر,5678,4647,1031,1390,18,18
1183,IR.CM,16,پسر,شهر,4500,3913,587,1390,14,14
1184,IR.EA,16,پسر,شهر,18784,16276,2508,1390,3,03
1185,IR.ES,16,پسر,شهر,30161,25358,4803,1390,10,10
1186,IR.FA,16,پسر,شهر,25578,21650,3928,1390,7,07
1187,IR.GI,16,پسر,شهر,10878,9525,1353,1390,1,01
1188,IR.GO,16,پسر,شهر,7782,6390,1392,1390,27,27
1189,IR.HD,16,پسر,شهر,8808,7740,1068,1390,13,13
1190,IR.HG,16,پسر,شهر,7384,6158,1226,1390,22,22
1191,IR.IL,16,پسر,شهر,3091,2828,263,1390,16,16
1192,IR.KB,16,پسر,شهر,3678,3460,218,1390,17,17
1193,IR.KD,16,پسر,شهر,9361,7361,2000,1390,12,12
1194,IR.KE,16,پسر,شهر,14914,12293,2621,1390,8,08
1195,IR.KJ,16,پسر,شهر,4049,3591,458,1390,29,29
1196,IR.KS,16,پسر,شهر,4686,4048,638,1390,28,28
1197,IR.KV,16,پسر,شهر,37170,28593,8577,1390,9,09
1198,IR.KZ,16,پسر,شهر,29541,24166,5375,1390,6,06
1199,IR.LO,16,پسر,شهر,9985,8643,1342,1390,15,15
1200,IR.MK,16,پسر,شهر,8393,7193,1200,1390,0,00
1201,IR.MN,16,پسر,شهر,11865,10418,1447,1390,2,02
1202,IR.QM,16,پسر,شهر,9249,7251,1998,1390,25,25
1203,IR.QZ,16,پسر,شهر,7117,5860,1257,1390,26,26
1204,IR.SB,16,پسر,شهر,13200,9392,3808,1390,11,11
1205,IR.SM,16,پسر,شهر,3521,3021,500,1390,20,20
1206,IR.TH,16,پسر,شهر,76188,64239,11949,1390,23,23
1207,IR.WA,16,پسر,شهر,16900,13743,3157,1390,4,04
1208,IR.YA,16,پسر,شهر,6778,5469,1309,1390,21,21
1209,IR.ZA,16,پسر,شهر,5430,4905,525,1390,19,19
1210,IR.AL,17,پسر,شهر,16214,11608,4606,1390,30,30
1211,IR.AR,17,پسر,شهر,7462,5142,2320,1390,24,24
1212,IR.BK,17,پسر,شهر,13137,9502,3635,1390,5,05
1213,IR.BS,17,پسر,شهر,6055,4136,1919,1390,18,18
1214,IR.CM,17,پسر,شهر,4581,3396,1185,1390,14,14
1215,IR.EA,17,پسر,شهر,19580,14245,5335,1390,3,03
1216,IR.ES,17,پسر,شهر,32199,22826,9373,1390,10,10
1217,IR.FA,17,پسر,شهر,26576,18946,7630,1390,7,07
1218,IR.GI,17,پسر,شهر,11821,8567,3254,1390,1,01
1219,IR.GO,17,پسر,شهر,7961,5456,2505,1390,27,27
1220,IR.HD,17,پسر,شهر,9123,6528,2595,1390,13,13
1221,IR.HG,17,پسر,شهر,7415,4920,2495,1390,22,22
1222,IR.IL,17,پسر,شهر,3435,2671,764,1390,16,16
1223,IR.KB,17,پسر,شهر,3762,3007,755,1390,17,17
1224,IR.KD,17,پسر,شهر,9769,6425,3344,1390,12,12
1225,IR.KE,17,پسر,شهر,15784,10971,4813,1390,8,08
1226,IR.KJ,17,پسر,شهر,3929,2952,977,1390,29,29
1227,IR.KS,17,پسر,شهر,4665,3453,1212,1390,28,28
1228,IR.KV,17,پسر,شهر,37707,23904,13803,1390,9,09
1229,IR.KZ,17,پسر,شهر,31232,21414,9818,1390,6,06
1230,IR.LO,17,پسر,شهر,10502,7477,3025,1390,15,15
1231,IR.MK,17,پسر,شهر,9033,6355,2678,1390,0,00
1232,IR.MN,17,پسر,شهر,12830,9699,3131,1390,2,02
1233,IR.QM,17,پسر,شهر,9822,6690,3132,1390,25,25
1234,IR.QZ,17,پسر,شهر,7567,5294,2273,1390,26,26
1235,IR.SB,17,پسر,شهر,13550,7935,5615,1390,11,11
1236,IR.SM,17,پسر,شهر,3702,2746,956,1390,20,20
1237,IR.TH,17,پسر,شهر,80036,56863,23173,1390,23,23
1238,IR.WA,17,پسر,شهر,17942,12358,5584,1390,4,04
1239,IR.YA,17,پسر,شهر,7056,4925,2131,1390,21,21
1240,IR.ZA,17,پسر,شهر,5756,4388,1368,1390,19,19
1241,IR.AL,18,پسر,شهر,17311,9684,7627,1390,30,30
