,Code,age,sex,settlement,population.total,population.ed,population.not.ed,year,addressCod,addressCode
2034,IR.KV,15,پسر,غ?رساکن,6,0,6,1390,9,09
2035,IR.KZ,15,پسر,غ?رساکن,183,72,111,1390,6,06
2036,IR.LO,15,پسر,غ?رساکن,12,4,8,1390,15,15
2037,IR.MK,15,پسر,غ?رساکن,0,0,0,1390,0,00
2038,IR.MN,15,پسر,غ?رساکن,0,0,0,1390,2,02
2039,IR.QM,15,پسر,غ?رساکن,0,0,0,1390,25,25
2040,IR.QZ,15,پسر,غ?رساکن,2,1,1,1390,26,26
2041,IR.SB,15,پسر,غ?رساکن,31,9,22,1390,11,11
2042,IR.SM,15,پسر,غ?رساکن,0,0,0,1390,20,20
2043,IR.TH,15,پسر,غ?رساکن,0,0,0,1390,23,23
2044,IR.WA,15,پسر,غ?رساکن,0,0,0,1390,4,04
2045,IR.YA,15,پسر,غ?رساکن,0,0,0,1390,21,21
2046,IR.ZA,15,پسر,غ?رساکن,0,0,0,1390,19,19
2047,IR.AL,16,پسر,غ?رساکن,0,0,0,1390,30,30
2048,IR.AR,16,پسر,غ?رساکن,0,0,0,1390,24,24
2049,IR.BK,16,پسر,غ?رساکن,44,13,31,1390,5,05
2050,IR.BS,16,پسر,غ?رساکن,26,18,8,1390,18,18
2051,IR.CM,16,پسر,غ?رساکن,19,0,19,1390,14,14
2052,IR.EA,16,پسر,غ?رساکن,0,0,0,1390,3,03
2053,IR.ES,16,پسر,غ?رساکن,1,0,1,1390,10,10
2054,IR.FA,16,پسر,غ?رساکن,140,51,89,1390,7,07
2055,IR.GI,16,پسر,غ?رساکن,0,0,0,1390,1,01
2056,IR.GO,16,پسر,غ?رساکن,5,0,5,1390,27,27
2057,IR.HD,16,پسر,غ?رساکن,17,1,16,1390,13,13
2058,IR.HG,16,پسر,غ?رساکن,35,9,26,1390,22,22
2059,IR.IL,16,پسر,غ?رساکن,15,7,8,1390,16,16
2060,IR.KB,16,پسر,غ?رساکن,12,8,4,1390,17,17
2061,IR.KD,16,پسر,غ?رساکن,0,0,0,1390,12,12
2062,IR.KE,16,پسر,غ?رساکن,72,39,33,1390,8,08
2063,IR.KJ,16,پسر,غ?رساکن,2,1,1,1390,29,29
2064,IR.KS,16,پسر,غ?رساکن,24,4,20,1390,28,28
2065,IR.KV,16,پسر,غ?رساکن,8,0,8,1390,9,09
2066,IR.KZ,16,پسر,غ?رساکن,172,63,109,1390,6,06
2067,IR.LO,16,پسر,غ?رساکن,8,1,7,1390,15,15
2068,IR.MK,16,پسر,غ?رساکن,0,0,0,1390,0,00
2069,IR.MN,16,پسر,غ?رساکن,0,0,0,1390,2,02
2070,IR.QM,16,پسر,غ?رساکن,0,0,0,1390,25,25
2071,IR.QZ,16,پسر,غ?رساکن,4,3,1,1390,26,26
2072,IR.SB,16,پسر,غ?رساکن,46,10,36,1390,11,11
2073,IR.SM,16,پسر,غ?رساکن,0,0,0,1390,20,20
2074,IR.TH,16,پسر,غ?رساکن,0,0,0,1390,23,23
2075,IR.WA,16,پسر,غ?رساکن,0,0,0,1390,4,04
2076,IR.YA,16,پسر,غ?رساکن,0,0,0,1390,21,21
2077,IR.ZA,16,پسر,غ?رساکن,0,0,0,1390,19,19
2078,IR.AL,17,پسر,غ?رساکن,0,0,0,1390,30,30
2079,IR.AR,17,پسر,غ?رساکن,0,0,0,1390,24,24
2080,IR.BK,17,پسر,غ?رساکن,34,6,28,1390,5,05
2081,IR.BS,17,پسر,غ?رساکن,24,9,15,1390,18,18
2082,IR.CM,17,پسر,غ?رساکن,19,1,18,1390,14,14
2083,IR.EA,17,پسر,غ?رساکن,0,0,0,1390,3,03
2084,IR.ES,17,پسر,غ?رساکن,0,0,0,1390,10,10
2085,IR.FA,17,پسر,غ?رساکن,163,42,121,1390,7,07
2086,IR.GI,17,پسر,غ?رساکن,0,0,0,1390,1,01
2087,IR.GO,17,پسر,غ?رساکن,9,0,9,1390,27,27
2088,IR.HD,17,پسر,غ?رساکن,20,6,14,1390,13,13
2089,IR.HG,17,پسر,غ?رساکن,47,5,42,1390,22,22
2090,IR.IL,17,پسر,غ?رساکن,27,5,22,1390,16,16
2091,IR.KB,17,پسر,غ?رساکن,18,10,8,1390,17,17
2092,IR.KD,17,پسر,غ?رساکن,0,0,0,1390,12,12
2093,IR.KE,17,پسر,غ?رساکن,81,39,42,1390,8,08
2094,IR.KJ,17,پسر,غ?رساکن,2,1,1,1390,29,29
2095,IR.KS,17,پسر,غ?رساکن,19,3,16,1390,28,28
2096,IR.KV,17,پسر,غ?رساکن,10,1,9,1390,9,09
2097,IR.KZ,17,پسر,غ?رساکن,179,40,139,1390,6,06
2098,IR.LO,17,پسر,غ?رساکن,11,1,10,1390,15,15
2099,IR.MK,17,پسر,غ?رساکن,0,0,0,1390,0,00
2100,IR.MN,17,پسر,غ?رساکن,0,0,0,1390,2,02
2101,IR.QM,17,پسر,غ?رساکن,0,0,0,1390,25,25
2102,IR.QZ,17,پسر,غ?رساکن,3,2,1,1390,26,26
2103,IR.SB,17,پسر,غ?رساکن,43,10,33,1390,11,11
2104,IR.SM,17,پسر,غ?رساکن,0,0,0,1390,20,20
2105,IR.TH,17,پسر,غ?رساکن,0,0,0,1390,23,23
2106,IR.WA,17,پسر,غ?رساکن,0,0,0,1390,4,04
2107,IR.YA,17,پسر,غ?رساکن,0,0,0,1390,21,21
2108,IR.ZA,17,پسر,غ?رساکن,0,0,0,1390,19,19
2109,IR.AL,18,پسر,غ?رساکن,0,0,0,1390,30,30
2110,IR.AR,18,پسر,غ?رساکن,0,0,0,1390,24,24
2111,IR.BK,18,پسر,غ?رساکن,46,7,39,1390,5,05
2112,IR.BS,18,پسر,غ?رساکن,40,13,27,1390,18,18
2113,IR.CM,18,پسر,غ?رساکن,20,1,19,1390,14,14
2114,IR.EA,18,پسر,غ?رساکن,0,0,0,1390,3,03
2115,IR.ES,18,پسر,غ?رساکن,1,0,1,1390,10,10
2116,IR.FA,18,پسر,غ?رساکن,179,35,144,1390,7,07
2117,IR.GI,18,پسر,غ?رساکن,0,0,0,1390,1,01
2118,IR.GO,18,پسر,غ?رساکن,8,1,7,1390,27,27
2119,IR.HD,18,پسر,غ?رساکن,17,3,14,1390,13,13
2120,IR.HG,18,پسر,غ?رساکن,49,4,45,1390,22,22
2121,IR.IL,18,پسر,غ?رساکن,29,8,21,1390,16,16
2122,IR.KB,18,پسر,غ?رساکن,29,16,13,1390,17,17
2123,IR.KD,18,پسر,غ?رساکن,0,0,0,1390,12,12
2124,IR.KE,18,پسر,غ?رساکن,83,30,53,1390,8,08
2125,IR.KJ,18,پسر,غ?رساکن,0,0,0,1390,29,29
2126,IR.KS,18,پسر,غ?رساکن,23,4,19,1390,28,28
2127,IR.KV,18,پسر,غ?رساکن,10,1,9,1390,9,09
2128,IR.KZ,18,پسر,غ?رساکن,182,25,157,1390,6,06
2129,IR.LO,18,پسر,غ?رساکن,17,1,16,1390,15,15
2130,IR.MK,18,پسر,غ?رساکن,0,0,0,1390,0,00
2131,IR.MN,18,پسر,غ?رساکن,0,0,0,1390,2,02
2132,IR.QM,18,پسر,غ?رساکن,0,0,0,1390,25,25
2133,IR.QZ,18,پسر,غ?رساکن,4,0,4,1390,26,26
2134,IR.SB,18,پسر,غ?رساکن,35,2,33,1390,11,11
2135,IR.SM,18,پسر,غ?رساکن,0,0,0,1390,20,20
2136,IR.TH,18,پسر,غ?رساکن,0,0,0,1390,23,23
2137,IR.WA,18,پسر,غ?رساکن,0,0,0,1390,4,04
2138,IR.YA,18,پسر,غ?رساکن,0,0,0,1390,21,21
2139,IR.ZA,18,پسر,غ?رساکن,0,0,0,1390,19,19
2140,IR.AL,19,پسر,غ?رساکن,0,0,0,1390,30,30
2141,IR.AR,19,پسر,غ?رساکن,0,0,0,1390,24,24
2142,IR.BK,19,پسر,غ?رساکن,42,4,38,1390,5,05
2143,IR.BS,19,پسر,غ?رساکن,18,1,17,1390,18,18
2144,IR.CM,19,پسر,غ?رساکن,24,1,23,1390,14,14
2145,IR.EA,19,پسر,غ?رساکن,0,0,0,1390,3,03
2146,IR.ES,19,پسر,غ?رساکن,2,0,2,1390,10,10
2147,IR.FA,19,پسر,غ?رساکن,166,30,136,1390,7,07
2148,IR.GI,19,پسر,غ?رساکن,0,0,0,1390,1,01
2149,IR.GO,19,پسر,غ?رساکن,6,0,6,1390,27,27
2150,IR.HD,19,پسر,غ?رساکن,12,3,9,1390,13,13
2151,IR.HG,19,پسر,غ?رساکن,47,0,47,1390,22,22
2152,IR.IL,19,پسر,غ?رساکن,20,3,17,1390,16,16
2153,IR.KB,19,پسر,غ?رساکن,15,5,10,1390,17,17
2154,IR.KD,19,پسر,غ?رساکن,0,0,0,1390,12,12
2155,IR.KE,19,پسر,غ?رساکن,79,25,54,1390,8,08
2156,IR.KJ,19,پسر,غ?رساکن,1,1,0,1390,29,29
2157,IR.KS,19,پسر,غ?رساکن,10,0,10,1390,28,28
2158,IR.KV,19,پسر,غ?رساکن,6,0,6,1390,9,09
2159,IR.KZ,19,پسر,غ?رساکن,143,14,129,1390,6,06
2160,IR.LO,19,پسر,غ?رساکن,15,1,14,1390,15,15
2161,IR.MK,19,پسر,غ?رساکن,0,0,0,1390,0,00
2162,IR.MN,19,پسر,غ?رساکن,0,0,0,1390,2,02
2163,IR.QM,19,پسر,غ?رساکن,0,0,0,1390,25,25
2164,IR.QZ,19,پسر,غ?رساکن,3,0,3,1390,26,26
2165,IR.SB,19,پسر,غ?رساکن,35,3,32,1390,11,11
2166,IR.SM,19,پسر,غ?رساکن,0,0,0,1390,20,20
2167,IR.TH,19,پسر,غ?رساکن,0,0,0,1390,23,23
2168,IR.WA,19,پسر,غ?رساکن,0,0,0,1390,4,04
2169,IR.YA,19,پسر,غ?رساکن,0,0,0,1390,21,21
2170,IR.ZA,19,پسر,غ?رساکن,0,0,0,1390,19,19
2171,IR.AL,6,دختر,غ?رساکن,0,0,0,1390,30,30
2172,IR.AR,6,دختر,غ?رساکن,0,0,0,1390,24,24
2173,IR.BK,6,دختر,غ?رساکن,31,8,23,1390,5,05
2174,IR.BS,6,دختر,غ?رساکن,26,19,7,1390,18,18
2175,IR.CM,6,دختر,غ?رساکن,14,2,12,1390,14,14
2176,IR.EA,6,دختر,غ?رساکن,0,0,0,1390,3,03
2177,IR.ES,6,دختر,غ?رساکن,0,0,0,1390,10,10
2178,IR.FA,6,دختر,غ?رساکن,141,108,33,1390,7,07
2179,IR.GI,6,دختر,غ?رساکن,0,0,0,1390,1,01
2180,IR.GO,6,دختر,غ?رساکن,5,3,2,1390,27,27
2181,IR.HD,6,دختر,غ?رساکن,2,0,2,1390,13,13
2182,IR.HG,6,دختر,غ?رساکن,31,11,20,1390,22,22
2183,IR.IL,6,دختر,غ?رساکن,9,7,2,1390,16,16
2184,IR.KB,6,دختر,غ?رساکن,5,2,3,1390,17,17
2185,IR.KD,6,دختر,غ?رساکن,0,0,0,1390,12,12
2186,IR.KE,6,دختر,غ?رساکن,43,25,18,1390,8,08
2187,IR.KJ,6,دختر,غ?رساکن,0,0,0,1390,29,29
2188,IR.KS,6,دختر,غ?رساکن,24,12,12,1390,28,28
2189,IR.KV,6,دختر,غ?رساکن,10,2,8,1390,9,09
2190,IR.KZ,6,دختر,غ?رساکن,114,66,48,1390,6,06
2191,IR.LO,6,دختر,غ?رساکن,14,10,4,1390,15,15
2192,IR.MK,6,دختر,غ?رساکن,0,0,0,1390,0,00
2193,IR.MN,6,دختر,غ?رساکن,0,0,0,1390,2,02
2194,IR.QM,6,دختر,غ?رساکن,0,0,0,1390,25,25
2195,IR.QZ,6,دختر,غ?رساکن,3,1,2,1390,26,26
2196,IR.SB,6,دختر,غ?رساکن,52,11,41,1390,11,11
2197,IR.SM,6,دختر,غ?رساکن,0,0,0,1390,20,20
2198,IR.TH,6,دختر,غ?رساکن,0,0,0,1390,23,23
2199,IR.WA,6,دختر,غ?رساکن,0,0,0,1390,4,04
2200,IR.YA,6,دختر,غ?رساکن,0,0,0,1390,21,21
2201,IR.ZA,6,دختر,غ?رساکن,0,0,0,1390,19,19
2202,IR.AL,7,دختر,غ?رساکن,0,0,0,1390,30,30
2203,IR.AR,7,دختر,غ?رساکن,0,0,0,1390,24,24
2204,IR.BK,7,دختر,غ?رساکن,27,14,13,1390,5,05
2205,IR.BS,7,دختر,غ?رساکن,21,18,3,1390,18,18
2206,IR.CM,7,دختر,غ?رساکن,10,2,8,1390,14,14
2207,IR.EA,7,دختر,غ?رساکن,0,0,0,1390,3,03
2208,IR.ES,7,دختر,غ?رساکن,0,0,0,1390,10,10
2209,IR.FA,7,دختر,غ?رساکن,116,97,19,1390,7,07
2210,IR.GI,7,دختر,غ?رساکن,0,0,0,1390,1,01
2211,IR.GO,7,دختر,غ?رساکن,6,5,1,1390,27,27
2212,IR.HD,7,دختر,غ?رساکن,10,5,5,1390,13,13
2213,IR.HG,7,دختر,غ?رساکن,22,13,9,1390,22,22
2214,IR.IL,7,دختر,غ?رساکن,14,12,2,1390,16,16
2215,IR.KB,7,دختر,غ?رساکن,11,7,4,1390,17,17
2216,IR.KD,7,دختر,غ?رساکن,0,0,0,1390,12,12
2217,IR.KE,7,دختر,غ?رساکن,50,32,18,1390,8,08
2218,IR.KJ,7,دختر,غ?رساکن,0,0,0,1390,29,29
2219,IR.KS,7,دختر,غ?رساکن,22,22,0,1390,28,28
2220,IR.KV,7,دختر,غ?رساکن,8,0,8,1390,9,09
2221,IR.KZ,7,دختر,غ?رساکن,124,92,32,1390,6,06
2222,IR.LO,7,دختر,غ?رساکن,13,9,4,1390,15,15
2223,IR.MK,7,دختر,غ?رساکن,0,0,0,1390,0,00
2224,IR.MN,7,دختر,غ?رساکن,0,0,0,1390,2,02
2225,IR.QM,7,دختر,غ?رساکن,0,0,0,1390,25,25
2226,IR.QZ,7,دختر,غ?رساکن,2,1,1,1390,26,26
2227,IR.SB,7,دختر,غ?رساکن,41,18,23,1390,11,11
2228,IR.SM,7,دختر,غ?رساکن,0,0,0,1390,20,20
2229,IR.TH,7,دختر,غ?رساکن,0,0,0,1390,23,23
2230,IR.WA,7,دختر,غ?رساکن,0,0,0,1390,4,04
2231,IR.YA,7,دختر,غ?رساکن,0,0,0,1390,21,21
2232,IR.ZA,7,دختر,غ?رساکن,0,0,0,1390,19,19
2233,IR.AL,8,دختر,غ?رساکن,0,0,0,1390,30,30
2234,IR.AR,8,دختر,غ?رساکن,0,0,0,1390,24,24
2235,IR.BK,8,دختر,غ?رساکن,20,14,6,1390,5,05
2236,IR.BS,8,دختر,غ?رساکن,20,19,1,1390,18,18
2237,IR.CM,8,دختر,غ?رساکن,16,6,10,1390,14,14
2238,IR.EA,8,دختر,غ?رساکن,0,0,0,1390,3,03
2239,IR.ES,8,دختر,غ?رساکن,0,0,0,1390,10,10
2240,IR.FA,8,دختر,غ?رساکن,120,112,8,1390,7,07
2241,IR.GI,8,دختر,غ?رساکن,0,0,0,1390,1,01
2242,IR.GO,8,دختر,غ?رساکن,5,5,0,1390,27,27
2243,IR.HD,8,دختر,غ?رساکن,8,5,3,1390,13,13
2244,IR.HG,8,دختر,غ?رساکن,28,19,9,1390,22,22
2245,IR.IL,8,دختر,غ?رساکن,5,3,2,1390,16,16
2246,IR.KB,8,دختر,غ?رساکن,9,8,1,1390,17,17
2247,IR.KD,8,دختر,غ?رساکن,0,0,0,1390,12,12
2248,IR.KE,8,دختر,غ?رساکن,54,42,12,1390,8,08
2249,IR.KJ,8,دختر,غ?رساکن,0,0,0,1390,29,29
2250,IR.KS,8,دختر,غ?رساکن,15,14,1,1390,28,28
2251,IR.KV,8,دختر,غ?رساکن,8,3,5,1390,9,09
2252,IR.KZ,8,دختر,غ?رساکن,152,120,32,1390,6,06
2253,IR.LO,8,دختر,غ?رساکن,7,6,1,1390,15,15
2254,IR.MK,8,دختر,غ?رساکن,0,0,0,1390,0,00
2255,IR.MN,8,دختر,غ?رساکن,0,0,0,1390,2,02
2256,IR.QM,8,دختر,غ?رساکن,0,0,0,1390,25,25
2257,IR.QZ,8,دختر,غ?رساکن,3,3,0,1390,26,26
2258,IR.SB,8,دختر,غ?رساکن,39,13,26,1390,11,11
2259,IR.SM,8,دختر,غ?رساکن,0,0,0,1390,20,20
2260,IR.TH,8,دختر,غ?رساکن,0,0,0,1390,23,23
2261,IR.WA,8,دختر,غ?رساکن,0,0,0,1390,4,04
2262,IR.YA,8,دختر,غ?رساکن,0,0,0,1390,21,21
2263,IR.ZA,8,دختر,غ?رساکن,0,0,0,1390,19,19
2264,IR.AL,9,دختر,غ?رساکن,0,0,0,1390,30,30
2265,IR.AR,9,دختر,غ?رساکن,0,0,0,1390,24,24
2266,IR.BK,9,دختر,غ?رساکن,18,8,10,1390,5,05
2267,IR.BS,9,دختر,غ?رساکن,21,19,2,1390,18,18
2268,IR.CM,9,دختر,غ?رساکن,6,5,1,1390,14,14
2269,IR.EA,9,دختر,غ?رساکن,0,0,0,1390,3,03
2270,IR.ES,9,دختر,غ?رساکن,1,1,0,1390,10,10
2271,IR.FA,9,دختر,غ?رساکن,141,133,8,1390,7,07
2272,IR.GI,9,دختر,غ?رساکن,0,0,0,1390,1,01
2273,IR.GO,9,دختر,غ?رساکن,5,5,0,1390,27,27
2274,IR.HD,9,دختر,غ?رساکن,14,7,7,1390,13,13
2275,IR.HG,9,دختر,غ?رساکن,28,18,10,1390,22,22
2276,IR.IL,9,دختر,غ?رساکن,16,13,3,1390,16,16
2277,IR.KB,9,دختر,غ?رساکن,7,4,3,1390,17,17
2278,IR.KD,9,دختر,غ?رساکن,0,0,0,1390,12,12
2279,IR.KE,9,دختر,غ?رساکن,45,35,10,1390,8,08
2280,IR.KJ,9,دختر,غ?رساکن,0,0,0,1390,29,29
2281,IR.KS,9,دختر,غ?رساکن,18,16,2,1390,28,28
2282,IR.KV,9,دختر,غ?رساکن,6,0,6,1390,9,09
2283,IR.KZ,9,دختر,غ?رساکن,144,122,22,1390,6,06
2284,IR.LO,9,دختر,غ?رساکن,5,4,1,1390,15,15
2285,IR.MK,9,دختر,غ?رساکن,0,0,0,1390,0,00
2286,IR.MN,9,دختر,غ?رساکن,0,0,0,1390,2,02
2287,IR.QM,9,دختر,غ?رساکن,0,0,0,1390,25,25
2288,IR.QZ,9,دختر,غ?رساکن,2,2,0,1390,26,26
2289,IR.SB,9,دختر,غ?رساکن,40,10,30,1390,11,11
2290,IR.SM,9,دختر,غ?رساکن,0,0,0,1390,20,20
2291,IR.TH,9,دختر,غ?رساکن,0,0,0,1390,23,23
2292,IR.WA,9,دختر,غ?رساکن,0,0,0,1390,4,04
2293,IR.YA,9,دختر,غ?رساکن,0,0,0,1390,21,21
2294,IR.ZA,9,دختر,غ?رساکن,0,0,0,1390,19,19
2295,IR.AL,10,دختر,غ?رساکن,0,0,0,1390,30,30
2296,IR.AR,10,دختر,غ?رساکن,0,0,0,1390,24,24
2297,IR.BK,10,دختر,غ?رساکن,24,14,10,1390,5,05
2298,IR.BS,10,دختر,غ?رساکن,22,20,2,1390,18,18
2299,IR.CM,10,دختر,غ?رساکن,16,5,11,1390,14,14
2300,IR.EA,10,دختر,غ?رساکن,0,0,0,1390,3,03
2301,IR.ES,10,دختر,غ?رساکن,0,0,0,1390,10,10
2302,IR.FA,10,دختر,غ?رساکن,142,128,14,1390,7,07
2303,IR.GI,10,دختر,غ?رساکن,0,0,0,1390,1,01
2304,IR.GO,10,دختر,غ?رساکن,8,6,2,1390,27,27
2305,IR.HD,10,دختر,غ?رساکن,9,1,8,1390,13,13
2306,IR.HG,10,دختر,غ?رساکن,25,12,13,1390,22,22
2307,IR.IL,10,دختر,غ?رساکن,13,11,2,1390,16,16
2308,IR.KB,10,دختر,غ?رساکن,16,15,1,1390,17,17
2309,IR.KD,10,دختر,غ?رساکن,0,0,0,1390,12,12
2310,IR.KE,10,دختر,غ?رساکن,48,33,15,1390,8,08
2311,IR.KJ,10,دختر,غ?رساکن,1,0,1,1390,29,29
2312,IR.KS,10,دختر,غ?رساکن,16,10,6,1390,28,28
2313,IR.KV,10,دختر,غ?رساکن,7,0,7,1390,9,09
2314,IR.KZ,10,دختر,غ?رساکن,121,84,37,1390,6,06
2315,IR.LO,10,دختر,غ?رساکن,5,4,1,1390,15,15
2316,IR.MK,10,دختر,غ?رساکن,0,0,0,1390,0,00
2317,IR.MN,10,دختر,غ?رساکن,0,0,0,1390,2,02
2318,IR.QM,10,دختر,غ?رساکن,0,0,0,1390,25,25
2319,IR.QZ,10,دختر,غ?رساکن,4,4,0,1390,26,26
2320,IR.SB,10,دختر,غ?رساکن,47,19,28,1390,11,11
2321,IR.SM,10,دختر,غ?رساکن,0,0,0,1390,20,20
2322,IR.TH,10,دختر,غ?رساکن,0,0,0,1390,23,23
2323,IR.WA,10,دختر,غ?رساکن,0,0,0,1390,4,04
2324,IR.YA,10,دختر,غ?رساکن,0,0,0,1390,21,21
2325,IR.ZA,10,دختر,غ?رساکن,0,0,0,1390,19,19
2326,IR.AL,11,دختر,غ?رساکن,0,0,0,1390,30,30
2327,IR.AR,11,دختر,غ?رساکن,0,0,0,1390,24,24
2328,IR.BK,11,دختر,غ?رساکن,19,6,13,1390,5,05
2329,IR.BS,11,دختر,غ?رساکن,14,10,4,1390,18,18
2330,IR.CM,11,دختر,غ?رساکن,14,2,12,1390,14,14
2331,IR.EA,11,دختر,غ?رساکن,0,0,0,1390,3,03
2332,IR.ES,11,دختر,غ?رساکن,0,0,0,1390,10,10
2333,IR.FA,11,دختر,غ?رساکن,95,68,27,1390,7,07
2334,IR.GI,11,دختر,غ?رساکن,0,0,0,1390,1,01
2335,IR.GO,11,دختر,غ?رساکن,8,7,1,1390,27,27
2336,IR.HD,11,دختر,غ?رساکن,7,3,4,1390,13,13
2337,IR.HG,11,دختر,غ?رساکن,23,11,12,1390,22,22
2338,IR.IL,11,دختر,غ?رساکن,9,7,2,1390,16,16
2339,IR.KB,11,دختر,غ?رساکن,6,5,1,1390,17,17
2340,IR.KD,11,دختر,غ?رساکن,0,0,0,1390,12,12
2341,IR.KE,11,دختر,غ?رساکن,44,34,10,1390,8,08
2342,IR.KJ,11,دختر,غ?رساکن,0,0,0,1390,29,29
2343,IR.KS,11,دختر,غ?رساکن,15,7,8,1390,28,28
2344,IR.KV,11,دختر,غ?رساکن,8,0,8,1390,9,09
2345,IR.KZ,11,دختر,غ?رساکن,139,80,59,1390,6,06
2346,IR.LO,11,دختر,غ?رساکن,7,5,2,1390,15,15
2347,IR.MK,11,دختر,غ?رساکن,0,0,0,1390,0,00
2348,IR.MN,11,دختر,غ?رساکن,0,0,0,1390,2,02
2349,IR.QM,11,دختر,غ?رساکن,0,0,0,1390,25,25
2350,IR.QZ,11,دختر,غ?رساکن,1,1,0,1390,26,26
2351,IR.SB,11,دختر,غ?رساکن,34,10,24,1390,11,11
2352,IR.SM,11,دختر,غ?رساکن,0,0,0,1390,20,20
2353,IR.TH,11,دختر,غ?رساکن,0,0,0,1390,23,23
2354,IR.WA,11,دختر,غ?رساکن,0,0,0,1390,4,04
2355,IR.YA,11,دختر,غ?رساکن,0,0,0,1390,21,21
2356,IR.ZA,11,دختر,غ?رساکن,0,0,0,1390,19,19
2357,IR.AL,12,دختر,غ?رساکن,0,0,0,1390,30,30
2358,IR.AR,12,دختر,غ?رساکن,0,0,0,1390,24,24
2359,IR.BK,12,دختر,غ?رساکن,23,4,19,1390,5,05
2360,IR.BS,12,دختر,غ?رساکن,19,12,7,1390,18,18
2361,IR.CM,12,دختر,غ?رساکن,16,2,14,1390,14,14
2362,IR.EA,12,دختر,غ?رساکن,0,0,0,1390,3,03
2363,IR.ES,12,دختر,غ?رساکن,0,0,0,1390,10,10
2364,IR.FA,12,دختر,غ?رساکن,96,54,42,1390,7,07
2365,IR.GI,12,دختر,غ?رساکن,0,0,0,1390,1,01
2366,IR.GO,12,دختر,غ?رساکن,9,2,7,1390,27,27
2367,IR.HD,12,دختر,غ?رساکن,11,1,10,1390,13,13
2368,IR.HG,12,دختر,غ?رساکن,20,7,13,1390,22,22
2369,IR.IL,12,دختر,غ?رساکن,14,7,7,1390,16,16
2370,IR.KB,12,دختر,غ?رساکن,4,4,0,1390,17,17
2371,IR.KD,12,دختر,غ?رساکن,0,0,0,1390,12,12
2372,IR.KE,12,دختر,غ?رساکن,54,34,20,1390,8,08
2373,IR.KJ,12,دختر,غ?رساکن,1,0,1,1390,29,29
2374,IR.KS,12,دختر,غ?رساکن,23,6,17,1390,28,28
2375,IR.KV,12,دختر,غ?رساکن,13,1,12,1390,9,09
2376,IR.KZ,12,دختر,غ?رساکن,131,59,72,1390,6,06
2377,IR.LO,12,دختر,غ?رساکن,8,0,8,1390,15,15
2378,IR.MK,12,دختر,غ?رساکن,0,0,0,1390,0,00
2379,IR.MN,12,دختر,غ?رساکن,0,0,0,1390,2,02
2380,IR.QM,12,دختر,غ?رساکن,0,0,0,1390,25,25
2381,IR.QZ,12,دختر,غ?رساکن,2,1,1,1390,26,26
2382,IR.SB,12,دختر,غ?رساکن,42,5,37,1390,11,11
2383,IR.SM,12,دختر,غ?رساکن,0,0,0,1390,20,20
2384,IR.TH,12,دختر,غ?رساکن,0,0,0,1390,23,23
2385,IR.WA,12,دختر,غ?رساکن,0,0,0,1390,4,04
2386,IR.YA,12,دختر,غ?رساکن,0,0,0,1390,21,21
2387,IR.ZA,12,دختر,غ?رساکن,0,0,0,1390,19,19
2388,IR.AL,13,دختر,غ?رساکن,0,0,0,1390,30,30
2389,IR.AR,13,دختر,غ?رساکن,0,0,0,1390,24,24
2390,IR.BK,13,دختر,غ?رساکن,33,11,22,1390,5,05
2391,IR.BS,13,دختر,غ?رساکن,17,6,11,1390,18,18
2392,IR.CM,13,دختر,غ?رساکن,21,0,21,1390,14,14
2393,IR.EA,13,دختر,غ?رساکن,0,0,0,1390,3,03
2394,IR.ES,13,دختر,غ?رساکن,0,0,0,1390,10,10
2395,IR.FA,13,دختر,غ?رساکن,103,33,70,1390,7,07
2396,IR.GI,13,دختر,غ?رساکن,0,0,0,1390,1,01
2397,IR.GO,13,دختر,غ?رساکن,5,0,5,1390,27,27
2398,IR.HD,13,دختر,غ?رساکن,19,1,18,1390,13,13
2399,IR.HG,13,دختر,غ?رساکن,25,8,17,1390,22,22
2400,IR.IL,13,دختر,غ?رساکن,11,3,8,1390,16,16
2401,IR.KB,13,دختر,غ?رساکن,8,6,2,1390,17,17
2402,IR.KD,13,دختر,غ?رساکن,0,0,0,1390,12,12
2403,IR.KE,13,دختر,غ?رساکن,68,40,28,1390,8,08
2404,IR.KJ,13,دختر,غ?رساکن,1,0,1,1390,29,29
2405,IR.KS,13,دختر,غ?رساکن,24,5,19,1390,28,28
2406,IR.KV,13,دختر,غ?رساکن,12,0,12,1390,9,09
2407,IR.KZ,13,دختر,غ?رساکن,138,50,88,1390,6,06
2408,IR.LO,13,دختر,غ?رساکن,9,4,5,1390,15,15
2409,IR.MK,13,دختر,غ?رساکن,0,0,0,1390,0,00
2410,IR.MN,13,دختر,غ?رساکن,0,0,0,1390,2,02
2411,IR.QM,13,دختر,غ?رساکن,0,0,0,1390,25,25
2412,IR.QZ,13,دختر,غ?رساکن,1,1,0,1390,26,26
2413,IR.SB,13,دختر,غ?رساکن,60,12,48,1390,11,11
2414,IR.SM,13,دختر,غ?رساکن,0,0,0,1390,20,20
2415,IR.TH,13,دختر,غ?رساکن,0,0,0,1390,23,23
2416,IR.WA,13,دختر,غ?رساکن,0,0,0,1390,4,04
2417,IR.YA,13,دختر,غ?رساکن,0,0,0,1390,21,21
2418,IR.ZA,13,دختر,غ?رساکن,0,0,0,1390,19,19
2419,IR.AL,14,دختر,غ?رساکن,0,0,0,1390,30,30
