"","age","sex","settlement","year","province","populationtotal","populationnoted","populationed"
"2257","12 ساله","دختر","غیرساکن",1390,"مركزئ",0,0,0
"2258","13 ساله","دختر","غیرساکن",1390,"مركزئ",0,0,0
"2259","14 ساله","دختر","غیرساکن",1390,"مركزئ",0,0,0
"2260","15 ساله","دختر","غیرساکن",1390,"مركزئ",0,0,0
"2261","16 ساله","دختر","غیرساکن",1390,"مركزئ",0,0,0
"2262","17 ساله","دختر","غیرساکن",1390,"مركزئ",0,0,0
"2263","18 ساله","دختر","غیرساکن",1390,"مركزئ",0,0,0
"2264","19 ساله","دختر","غیرساکن",1390,"مركزئ",0,0,0
"2265","6 ساله","دختر","غیرساکن",1390,"مركزئ",0,0,0
"2266","7 ساله","دختر","غیرساکن",1390,"مركزئ",0,0,0
"2267","8 ساله","دختر","غیرساکن",1390,"مركزئ",0,0,0
"2268","9 ساله","دختر","غیرساکن",1390,"مركزئ",0,0,0
"2269","10 ساله","پسر","روستا",1390,"هرمزگان",7442,409,7033
"2270","11 ساله","پسر","روستا",1390,"هرمزگان",7577,498,7079
"2271","12 ساله","پسر","روستا",1390,"هرمزگان",8078,690,7388
"2272","13 ساله","پسر","روستا",1390,"هرمزگان",8465,824,7641
"2273","14 ساله","پسر","روستا",1390,"هرمزگان",8611,1178,7433
"2274","15 ساله","پسر","روستا",1390,"هرمزگان",8550,1650,6900
"2275","16 ساله","پسر","روستا",1390,"هرمزگان",8554,2386,6168
"2276","17 ساله","پسر","روستا",1390,"هرمزگان",9076,4082,4994
"2277","18 ساله","پسر","روستا",1390,"هرمزگان",9383,6077,3306
"2278","19 ساله","پسر","روستا",1390,"هرمزگان",9491,7014,2477
"2279","6 ساله","پسر","روستا",1390,"هرمزگان",7924,2107,5817
"2280","7 ساله","پسر","روستا",1390,"هرمزگان",7698,540,7158
"2281","8 ساله","پسر","روستا",1390,"هرمزگان",7729,477,7252
"2282","9 ساله","پسر","روستا",1390,"هرمزگان",7543,441,7102
"2283","10 ساله","دختر","روستا",1390,"هرمزگان",7406,513,6893
"2284","11 ساله","دختر","روستا",1390,"هرمزگان",7030,598,6432
"2285","12 ساله","دختر","روستا",1390,"هرمزگان",7993,1078,6915
"2286","13 ساله","دختر","روستا",1390,"هرمزگان",7923,1360,6563
"2287","14 ساله","دختر","روستا",1390,"هرمزگان",8189,1954,6235
"2288","15 ساله","دختر","روستا",1390,"هرمزگان",8278,2560,5718
"2289","16 ساله","دختر","روستا",1390,"هرمزگان",8329,3029,5300
"2290","17 ساله","دختر","روستا",1390,"هرمزگان",8772,4538,4234
"2291","18 ساله","دختر","روستا",1390,"هرمزگان",9096,6517,2579
"2292","19 ساله","دختر","روستا",1390,"هرمزگان",9284,7381,1903
"2293","6 ساله","دختر","روستا",1390,"هرمزگان",7739,2093,5646
"2294","7 ساله","دختر","روستا",1390,"هرمزگان",7321,518,6803
"2295","8 ساله","دختر","روستا",1390,"هرمزگان",7371,453,6918
"2296","9 ساله","دختر","روستا",1390,"هرمزگان",7372,434,6938
"2297","10 ساله","پسر","شهر",1390,"هرمزگان",6389,432,5957
"2298","11 ساله","پسر","شهر",1390,"هرمزگان",5952,323,5629
"2299","12 ساله","پسر","شهر",1390,"هرمزگان",6406,441,5965
"2300","13 ساله","پسر","شهر",1390,"هرمزگان",6296,392,5904
"2301","14 ساله","پسر","شهر",1390,"هرمزگان",6444,577,5867
"2302","15 ساله","پسر","شهر",1390,"هرمزگان",6931,864,6067
"2303","16 ساله","پسر","شهر",1390,"هرمزگان",7384,1226,6158
"2304","17 ساله","پسر","شهر",1390,"هرمزگان",7415,2495,4920
"2305","18 ساله","پسر","شهر",1390,"هرمزگان",7464,3974,3490
"2306","19 ساله","پسر","شهر",1390,"هرمزگان",8676,5574,3102
"2307","6 ساله","پسر","شهر",1390,"هرمزگان",7243,1910,5333
"2308","7 ساله","پسر","شهر",1390,"هرمزگان",6806,502,6304
"2309","8 ساله","پسر","شهر",1390,"هرمزگان",6974,458,6516
"2310","9 ساله","پسر","شهر",1390,"هرمزگان",6787,389,6398
"2311","10 ساله","دختر","شهر",1390,"هرمزگان",6275,385,5890
"2312","11 ساله","دختر","شهر",1390,"هرمزگان",5726,312,5414
"2313","12 ساله","دختر","شهر",1390,"هرمزگان",6261,380,5881
"2314","13 ساله","دختر","شهر",1390,"هرمزگان",6047,428,5619
"2315","14 ساله","دختر","شهر",1390,"هرمزگان",6228,640,5588
"2316","15 ساله","دختر","شهر",1390,"هرمزگان",6459,878,5581
"2317","16 ساله","دختر","شهر",1390,"هرمزگان",6600,1216,5384
"2318","17 ساله","دختر","شهر",1390,"هرمزگان",7190,2332,4858
"2319","18 ساله","دختر","شهر",1390,"هرمزگان",7369,4145,3224
"2320","19 ساله","دختر","شهر",1390,"هرمزگان",8307,4725,3582
"2321","6 ساله","دختر","شهر",1390,"هرمزگان",7084,1903,5181
"2322","7 ساله","دختر","شهر",1390,"هرمزگان",6500,443,6057
"2323","8 ساله","دختر","شهر",1390,"هرمزگان",6550,352,6198
"2324","9 ساله","دختر","شهر",1390,"هرمزگان",6485,407,6078
"2325","10 ساله","پسر","غیرساکن",1390,"هرمزگان",36,16,20
"2326","11 ساله","پسر","غیرساکن",1390,"هرمزگان",28,14,14
"2327","12 ساله","پسر","غیرساکن",1390,"هرمزگان",38,20,18
"2328","13 ساله","پسر","غیرساکن",1390,"هرمزگان",30,13,17
"2329","14 ساله","پسر","غیرساکن",1390,"هرمزگان",34,25,9
"2330","15 ساله","پسر","غیرساکن",1390,"هرمزگان",37,25,12
"2331","16 ساله","پسر","غیرساکن",1390,"هرمزگان",35,26,9
"2332","17 ساله","پسر","غیرساکن",1390,"هرمزگان",47,42,5
"2333","18 ساله","پسر","غیرساکن",1390,"هرمزگان",49,45,4
"2334","19 ساله","پسر","غیرساکن",1390,"هرمزگان",47,47,0
"2335","6 ساله","پسر","غیرساکن",1390,"هرمزگان",16,11,5
"2336","7 ساله","پسر","غیرساکن",1390,"هرمزگان",24,7,17
"2337","8 ساله","پسر","غیرساکن",1390,"هرمزگان",27,10,17
"2338","9 ساله","پسر","غیرساکن",1390,"هرمزگان",36,6,30
"2339","10 ساله","دختر","غیرساکن",1390,"هرمزگان",25,13,12
"2340","11 ساله","دختر","غیرساکن",1390,"هرمزگان",23,12,11
"2341","12 ساله","دختر","غیرساکن",1390,"هرمزگان",20,13,7
"2342","13 ساله","دختر","غیرساکن",1390,"هرمزگان",25,17,8
"2343","14 ساله","دختر","غیرساکن",1390,"هرمزگان",30,21,9
"2344","15 ساله","دختر","غیرساکن",1390,"هرمزگان",42,34,8
"2345","16 ساله","دختر","غیرساکن",1390,"هرمزگان",29,25,4
"2346","17 ساله","دختر","غیرساکن",1390,"هرمزگان",47,41,6
"2347","18 ساله","دختر","غیرساکن",1390,"هرمزگان",34,31,3
"2348","19 ساله","دختر","غیرساکن",1390,"هرمزگان",40,37,3
"2349","6 ساله","دختر","غیرساکن",1390,"هرمزگان",31,20,11
"2350","7 ساله","دختر","غیرساکن",1390,"هرمزگان",22,9,13
"2351","8 ساله","دختر","غیرساکن",1390,"هرمزگان",28,9,19
"2352","9 ساله","دختر","غیرساکن",1390,"هرمزگان",28,10,18
"2353","10 ساله","پسر","روستا",1390,"همدان",5208,204,5004
"2354","11 ساله","پسر","روستا",1390,"همدان",5230,210,5020
"2355","12 ساله","پسر","روستا",1390,"همدان",5601,304,5297
"2356","13 ساله","پسر","روستا",1390,"همدان",5489,480,5009
"2357","14 ساله","پسر","روستا",1390,"همدان",5950,879,5071
"2358","15 ساله","پسر","روستا",1390,"همدان",6444,1588,4856
"2359","16 ساله","پسر","روستا",1390,"همدان",6793,2297,4496
"2360","17 ساله","پسر","روستا",1390,"همدان",7335,3942,3393
"2361","18 ساله","پسر","روستا",1390,"همدان",7672,5333,2339
"2362","19 ساله","پسر","روستا",1390,"همدان",7988,6156,1832
"2363","6 ساله","پسر","روستا",1390,"همدان",5529,1210,4319
"2364","7 ساله","پسر","روستا",1390,"همدان",5221,218,5003
"2365","8 ساله","پسر","روستا",1390,"همدان",5147,219,4928
"2366","9 ساله","پسر","روستا",1390,"همدان",5187,231,4956
"2367","10 ساله","دختر","روستا",1390,"همدان",4941,208,4733
"2368","11 ساله","دختر","روستا",1390,"همدان",4980,423,4557
"2369","12 ساله","دختر","روستا",1390,"همدان",5240,792,4448
"2370","13 ساله","دختر","روستا",1390,"همدان",5243,1154,4089
"2371","14 ساله","دختر","روستا",1390,"همدان",5348,1951,3397
"2372","15 ساله","دختر","روستا",1390,"همدان",6112,2900,3212
"2373","16 ساله","دختر","روستا",1390,"همدان",6559,3563,2996
"2374","17 ساله","دختر","روستا",1390,"همدان",6964,4900,2064
"2375","18 ساله","دختر","روستا",1390,"همدان",7240,5907,1333
"2376","19 ساله","دختر","روستا",1390,"همدان",7496,6280,1216
"2377","6 ساله","دختر","روستا",1390,"همدان",5151,1068,4083
"2378","7 ساله","دختر","روستا",1390,"همدان",5208,229,4979
"2379","8 ساله","دختر","روستا",1390,"همدان",4905,169,4736
"2380","9 ساله","دختر","روستا",1390,"همدان",4990,189,4801
"2381","10 ساله","پسر","شهر",1390,"همدان",7312,184,7128
"2382","11 ساله","پسر","شهر",1390,"همدان",7241,205,7036
"2383","12 ساله","پسر","شهر",1390,"همدان",7520,197,7323
"2384","13 ساله","پسر","شهر",1390,"همدان",7488,244,7244
"2385","14 ساله","پسر","شهر",1390,"همدان",8045,391,7654
"2386","15 ساله","پسر","شهر",1390,"همدان",8345,665,7680
"2387","16 ساله","پسر","شهر",1390,"همدان",8808,1068,7740
"2388","17 ساله","پسر","شهر",1390,"همدان",9123,2595,6528
"2389","18 ساله","پسر","شهر",1390,"همدان",9785,4318,5467
"2390","19 ساله","پسر","شهر",1390,"همدان",10130,4503,5627
"2391","6 ساله","پسر","شهر",1390,"همدان",7018,1558,5460
"2392","7 ساله","پسر","شهر",1390,"همدان",6453,216,6237
"2393","8 ساله","پسر","شهر",1390,"همدان",6465,204,6261
"2394","9 ساله","پسر","شهر",1390,"همدان",6665,202,6463
"2395","10 ساله","دختر","شهر",1390,"همدان",6910,203,6707
"2396","11 ساله","دختر","شهر",1390,"همدان",7172,176,6996
"2397","12 ساله","دختر","شهر",1390,"همدان",7467,193,7274
"2398","13 ساله","دختر","شهر",1390,"همدان",7480,284,7196
"2399","14 ساله","دختر","شهر",1390,"همدان",7846,483,7363
"2400","15 ساله","دختر","شهر",1390,"همدان",8205,907,7298
"2401","16 ساله","دختر","شهر",1390,"همدان",8612,1495,7117
"2402","17 ساله","دختر","شهر",1390,"همدان",8883,2825,6058
"2403","18 ساله","دختر","شهر",1390,"همدان",9493,4946,4547
"2404","19 ساله","دختر","شهر",1390,"همدان",11158,5430,5728
"2405","6 ساله","دختر","شهر",1390,"همدان",6552,1439,5113
"2406","7 ساله","دختر","شهر",1390,"همدان",6057,220,5837
"2407","8 ساله","دختر","شهر",1390,"همدان",6264,202,6062
"2408","9 ساله","دختر","شهر",1390,"همدان",6300,177,6123
"2409","10 ساله","پسر","غیرساکن",1390,"همدان",7,3,4
"2410","11 ساله","پسر","غیرساکن",1390,"همدان",15,6,9
"2411","12 ساله","پسر","غیرساکن",1390,"همدان",9,4,5
"2412","13 ساله","پسر","غیرساکن",1390,"همدان",11,8,3
"2413","14 ساله","پسر","غیرساکن",1390,"همدان",11,5,6
"2414","15 ساله","پسر","غیرساکن",1390,"همدان",16,10,6
"2415","16 ساله","پسر","غیرساکن",1390,"همدان",17,16,1
"2416","17 ساله","پسر","غیرساکن",1390,"همدان",20,14,6
"2417","18 ساله","پسر","غیرساکن",1390,"همدان",17,14,3
"2418","19 ساله","پسر","غیرساکن",1390,"همدان",12,9,3
"2419","6 ساله","پسر","غیرساکن",1390,"همدان",14,13,1
"2420","7 ساله","پسر","غیرساکن",1390,"همدان",7,3,4
"2421","8 ساله","پسر","غیرساکن",1390,"همدان",8,4,4
"2422","9 ساله","پسر","غیرساکن",1390,"همدان",14,9,5
"2423","10 ساله","دختر","غیرساکن",1390,"همدان",9,8,1
"2424","11 ساله","دختر","غیرساکن",1390,"همدان",7,4,3
"2425","12 ساله","دختر","غیرساکن",1390,"همدان",11,10,1
"2426","13 ساله","دختر","غیرساکن",1390,"همدان",19,18,1
"2427","14 ساله","دختر","غیرساکن",1390,"همدان",12,11,1
"2428","15 ساله","دختر","غیرساکن",1390,"همدان",7,7,0
"2429","16 ساله","دختر","غیرساکن",1390,"همدان",8,7,1
"2430","17 ساله","دختر","غیرساکن",1390,"همدان",12,12,0
"2431","18 ساله","دختر","غیرساکن",1390,"همدان",12,11,1
"2432","19 ساله","دختر","غیرساکن",1390,"همدان",9,9,0
"2433","6 ساله","دختر","غیرساکن",1390,"همدان",2,2,0
"2434","7 ساله","دختر","غیرساکن",1390,"همدان",10,5,5
"2435","8 ساله","دختر","غیرساکن",1390,"همدان",8,3,5
"2436","9 ساله","دختر","غیرساکن",1390,"همدان",14,7,7
"2437","10 ساله","پسر","روستا",1390,"يزد",1366,114,1252
"2438","11 ساله","پسر","روستا",1390,"يزد",1282,95,1187
"2439","12 ساله","پسر","روستا",1390,"يزد",1382,99,1283
"2440","13 ساله","پسر","روستا",1390,"يزد",1348,147,1201
"2441","14 ساله","پسر","روستا",1390,"يزد",1265,151,1114
"2442","15 ساله","پسر","روستا",1390,"يزد",1367,316,1051
"2443","16 ساله","پسر","روستا",1390,"يزد",1461,428,1033
"2444","17 ساله","پسر","روستا",1390,"يزد",1548,689,859
"2445","18 ساله","پسر","روستا",1390,"يزد",2119,1397,722
"2446","19 ساله","پسر","روستا",1390,"يزد",2897,2257,640
"2447","6 ساله","پسر","روستا",1390,"يزد",1356,366,990
"2448","7 ساله","پسر","روستا",1390,"يزد",1399,132,1267
"2449","8 ساله","پسر","روستا",1390,"يزد",1370,122,1248
"2450","9 ساله","پسر","روستا",1390,"يزد",1459,99,1360
"2451","10 ساله","دختر","روستا",1390,"يزد",1275,79,1196
"2452","11 ساله","دختر","روستا",1390,"يزد",1229,87,1142
"2453","12 ساله","دختر","روستا",1390,"يزد",1251,113,1138
"2454","13 ساله","دختر","روستا",1390,"يزد",1234,122,1112
"2455","14 ساله","دختر","روستا",1390,"يزد",1178,184,994
"2456","15 ساله","دختر","روستا",1390,"يزد",1200,252,948
"2457","16 ساله","دختر","روستا",1390,"يزد",1150,276,874
"2458","17 ساله","دختر","روستا",1390,"يزد",1350,597,753
"2459","18 ساله","دختر","روستا",1390,"يزد",1477,907,570
"2460","19 ساله","دختر","روستا",1390,"يزد",1506,955,551
"2461","6 ساله","دختر","روستا",1390,"يزد",1390,376,1014
"2462","7 ساله","دختر","روستا",1390,"يزد",1249,121,1128
"2463","8 ساله","دختر","روستا",1390,"يزد",1382,79,1303
