"","age","sex","settlement","year","province","populationtotal","populationnoted","populationed"
"1203","8 ساله","دختر","روستا",1390,"سمنان",947,65,882
"1204","9 ساله","دختر","روستا",1390,"سمنان",953,69,884
"1205","10 ساله","پسر","شهر",1390,"سمنان",3523,155,3368
"1206","11 ساله","پسر","شهر",1390,"سمنان",3654,176,3478
"1207","12 ساله","پسر","شهر",1390,"سمنان",3482,162,3320
"1208","13 ساله","پسر","شهر",1390,"سمنان",3340,183,3157
"1209","14 ساله","پسر","شهر",1390,"سمنان",3382,228,3154
"1210","15 ساله","پسر","شهر",1390,"سمنان",3320,360,2960
"1211","16 ساله","پسر","شهر",1390,"سمنان",3521,500,3021
"1212","17 ساله","پسر","شهر",1390,"سمنان",3702,956,2746
"1213","18 ساله","پسر","شهر",1390,"سمنان",4777,1432,3345
"1214","19 ساله","پسر","شهر",1390,"سمنان",5081,2028,3053
"1215","6 ساله","پسر","شهر",1390,"سمنان",3520,909,2611
"1216","7 ساله","پسر","شهر",1390,"سمنان",3460,186,3274
"1217","8 ساله","پسر","شهر",1390,"سمنان",3435,145,3290
"1218","9 ساله","پسر","شهر",1390,"سمنان",3428,167,3261
"1219","10 ساله","دختر","شهر",1390,"سمنان",3399,192,3207
"1220","11 ساله","دختر","شهر",1390,"سمنان",3374,175,3199
"1221","12 ساله","دختر","شهر",1390,"سمنان",3419,162,3257
"1222","13 ساله","دختر","شهر",1390,"سمنان",3243,196,3047
"1223","14 ساله","دختر","شهر",1390,"سمنان",3304,200,3104
"1224","15 ساله","دختر","شهر",1390,"سمنان",3296,382,2914
"1225","16 ساله","دختر","شهر",1390,"سمنان",3440,468,2972
"1226","17 ساله","دختر","شهر",1390,"سمنان",3594,860,2734
"1227","18 ساله","دختر","شهر",1390,"سمنان",4563,1535,3028
"1228","19 ساله","دختر","شهر",1390,"سمنان",5439,1678,3761
"1229","6 ساله","دختر","شهر",1390,"سمنان",3420,869,2551
"1230","7 ساله","دختر","شهر",1390,"سمنان",3152,172,2980
"1231","8 ساله","دختر","شهر",1390,"سمنان",3196,138,3058
"1232","9 ساله","دختر","شهر",1390,"سمنان",3276,139,3137
"1233","10 ساله","پسر","غیرساکن",1390,"سمنان",0,0,0
"1234","11 ساله","پسر","غیرساکن",1390,"سمنان",0,0,0
"1235","12 ساله","پسر","غیرساکن",1390,"سمنان",0,0,0
"1236","13 ساله","پسر","غیرساکن",1390,"سمنان",0,0,0
"1237","14 ساله","پسر","غیرساکن",1390,"سمنان",0,0,0
"1238","15 ساله","پسر","غیرساکن",1390,"سمنان",0,0,0
"1239","16 ساله","پسر","غیرساکن",1390,"سمنان",0,0,0
"1240","17 ساله","پسر","غیرساکن",1390,"سمنان",0,0,0
"1241","18 ساله","پسر","غیرساکن",1390,"سمنان",0,0,0
"1242","19 ساله","پسر","غیرساکن",1390,"سمنان",0,0,0
"1243","6 ساله","پسر","غیرساکن",1390,"سمنان",0,0,0
"1244","7 ساله","پسر","غیرساکن",1390,"سمنان",0,0,0
"1245","8 ساله","پسر","غیرساکن",1390,"سمنان",0,0,0
"1246","9 ساله","پسر","غیرساکن",1390,"سمنان",0,0,0
"1247","10 ساله","دختر","غیرساکن",1390,"سمنان",0,0,0
"1248","11 ساله","دختر","غیرساکن",1390,"سمنان",0,0,0
"1249","12 ساله","دختر","غیرساکن",1390,"سمنان",0,0,0
"1250","13 ساله","دختر","غیرساکن",1390,"سمنان",0,0,0
"1251","14 ساله","دختر","غیرساکن",1390,"سمنان",0,0,0
"1252","15 ساله","دختر","غیرساکن",1390,"سمنان",0,0,0
"1253","16 ساله","دختر","غیرساکن",1390,"سمنان",0,0,0
"1254","17 ساله","دختر","غیرساکن",1390,"سمنان",0,0,0
"1255","18 ساله","دختر","غیرساکن",1390,"سمنان",0,0,0
"1256","19 ساله","دختر","غیرساکن",1390,"سمنان",0,0,0
"1257","6 ساله","دختر","غیرساکن",1390,"سمنان",0,0,0
"1258","7 ساله","دختر","غیرساکن",1390,"سمنان",0,0,0
"1259","8 ساله","دختر","غیرساکن",1390,"سمنان",0,0,0
"1260","9 ساله","دختر","غیرساکن",1390,"سمنان",0,0,0
"1261","10 ساله","پسر","روستا",1390,"سيستان وبلوچستان",13938,2194,11744
"1262","11 ساله","پسر","روستا",1390,"سيستان وبلوچستان",14417,2424,11993
"1263","12 ساله","پسر","روستا",1390,"سيستان وبلوچستان",15325,3407,11918
"1264","13 ساله","پسر","روستا",1390,"سيستان وبلوچستان",15528,3946,11582
"1265","14 ساله","پسر","روستا",1390,"سيستان وبلوچستان",15552,4906,10646
"1266","15 ساله","پسر","روستا",1390,"سيستان وبلوچستان",14749,5714,9035
"1267","16 ساله","پسر","روستا",1390,"سيستان وبلوچستان",14279,6377,7902
"1268","17 ساله","پسر","روستا",1390,"سيستان وبلوچستان",14655,8240,6415
"1269","18 ساله","پسر","روستا",1390,"سيستان وبلوچستان",14921,10498,4423
"1270","19 ساله","پسر","روستا",1390,"سيستان وبلوچستان",13976,11135,2841
"1271","6 ساله","پسر","روستا",1390,"سيستان وبلوچستان",17509,6714,10795
"1272","7 ساله","پسر","روستا",1390,"سيستان وبلوچستان",16719,2694,14025
"1273","8 ساله","پسر","روستا",1390,"سيستان وبلوچستان",15866,2483,13383
"1274","9 ساله","پسر","روستا",1390,"سيستان وبلوچستان",15828,2222,13606
"1275","10 ساله","دختر","روستا",1390,"سيستان وبلوچستان",13859,2703,11156
"1276","11 ساله","دختر","روستا",1390,"سيستان وبلوچستان",13789,3633,10156
"1277","12 ساله","دختر","روستا",1390,"سيستان وبلوچستان",15121,5610,9511
"1278","13 ساله","دختر","روستا",1390,"سيستان وبلوچستان",15323,7098,8225
"1279","14 ساله","دختر","روستا",1390,"سيستان وبلوچستان",15053,8202,6851
"1280","15 ساله","دختر","روستا",1390,"سيستان وبلوچستان",14411,8938,5473
"1281","16 ساله","دختر","روستا",1390,"سيستان وبلوچستان",14300,9395,4905
"1282","17 ساله","دختر","روستا",1390,"سيستان وبلوچستان",14627,10667,3960
"1283","18 ساله","دختر","روستا",1390,"سيستان وبلوچستان",14670,11972,2698
"1284","19 ساله","دختر","روستا",1390,"سيستان وبلوچستان",13714,11717,1997
"1285","6 ساله","دختر","روستا",1390,"سيستان وبلوچستان",16643,6584,10059
"1286","7 ساله","دختر","روستا",1390,"سيستان وبلوچستان",16078,2842,13236
"1287","8 ساله","دختر","روستا",1390,"سيستان وبلوچستان",15591,2662,12929
"1288","9 ساله","دختر","روستا",1390,"سيستان وبلوچستان",15392,2545,12847
"1289","10 ساله","پسر","شهر",1390,"سيستان وبلوچستان",13301,1114,12187
"1290","11 ساله","پسر","شهر",1390,"سيستان وبلوچستان",12844,1130,11714
"1291","12 ساله","پسر","شهر",1390,"سيستان وبلوچستان",13474,1520,11954
"1292","13 ساله","پسر","شهر",1390,"سيستان وبلوچستان",13293,1764,11529
"1293","14 ساله","پسر","شهر",1390,"سيستان وبلوچستان",13286,2286,11000
"1294","15 ساله","پسر","شهر",1390,"سيستان وبلوچستان",12908,3145,9763
"1295","16 ساله","پسر","شهر",1390,"سيستان وبلوچستان",13200,3808,9392
"1296","17 ساله","پسر","شهر",1390,"سيستان وبلوچستان",13550,5615,7935
"1297","18 ساله","پسر","شهر",1390,"سيستان وبلوچستان",13773,7709,6064
"1298","19 ساله","پسر","شهر",1390,"سيستان وبلوچستان",14355,9242,5113
"1299","6 ساله","پسر","شهر",1390,"سيستان وبلوچستان",15132,4544,10588
"1300","7 ساله","پسر","شهر",1390,"سيستان وبلوچستان",14757,1362,13395
"1301","8 ساله","پسر","شهر",1390,"سيستان وبلوچستان",14429,1237,13192
"1302","9 ساله","پسر","شهر",1390,"سيستان وبلوچستان",14452,1229,13223
"1303","10 ساله","دختر","شهر",1390,"سيستان وبلوچستان",12480,1091,11389
"1304","11 ساله","دختر","شهر",1390,"سيستان وبلوچستان",12579,1543,11036
"1305","12 ساله","دختر","شهر",1390,"سيستان وبلوچستان",12650,2189,10461
"1306","13 ساله","دختر","شهر",1390,"سيستان وبلوچستان",12532,2646,9886
"1307","14 ساله","دختر","شهر",1390,"سيستان وبلوچستان",12055,3400,8655
"1308","15 ساله","دختر","شهر",1390,"سيستان وبلوچستان",11718,4161,7557
"1309","16 ساله","دختر","شهر",1390,"سيستان وبلوچستان",12571,5044,7527
"1310","17 ساله","دختر","شهر",1390,"سيستان وبلوچستان",13039,6515,6524
"1311","18 ساله","دختر","شهر",1390,"سيستان وبلوچستان",13675,8739,4936
"1312","19 ساله","دختر","شهر",1390,"سيستان وبلوچستان",13915,9088,4827
"1313","6 ساله","دختر","شهر",1390,"سيستان وبلوچستان",14343,4282,10061
"1314","7 ساله","دختر","شهر",1390,"سيستان وبلوچستان",13974,1361,12613
"1315","8 ساله","دختر","شهر",1390,"سيستان وبلوچستان",13606,1179,12427
"1316","9 ساله","دختر","شهر",1390,"سيستان وبلوچستان",13471,1235,12236
"1317","10 ساله","پسر","غیرساکن",1390,"سيستان وبلوچستان",43,24,19
"1318","11 ساله","پسر","غیرساکن",1390,"سيستان وبلوچستان",46,30,16
"1319","12 ساله","پسر","غیرساکن",1390,"سيستان وبلوچستان",58,38,20
"1320","13 ساله","پسر","غیرساکن",1390,"سيستان وبلوچستان",47,29,18
"1321","14 ساله","پسر","غیرساکن",1390,"سيستان وبلوچستان",40,27,13
"1322","15 ساله","پسر","غیرساکن",1390,"سيستان وبلوچستان",31,22,9
"1323","16 ساله","پسر","غیرساکن",1390,"سيستان وبلوچستان",46,36,10
"1324","17 ساله","پسر","غیرساکن",1390,"سيستان وبلوچستان",43,33,10
"1325","18 ساله","پسر","غیرساکن",1390,"سيستان وبلوچستان",35,33,2
"1326","19 ساله","پسر","غیرساکن",1390,"سيستان وبلوچستان",35,32,3
"1327","6 ساله","پسر","غیرساکن",1390,"سيستان وبلوچستان",57,45,12
"1328","7 ساله","پسر","غیرساکن",1390,"سيستان وبلوچستان",39,20,19
"1329","8 ساله","پسر","غیرساکن",1390,"سيستان وبلوچستان",34,19,15
"1330","9 ساله","پسر","غیرساکن",1390,"سيستان وبلوچستان",35,23,12
"1331","10 ساله","دختر","غیرساکن",1390,"سيستان وبلوچستان",47,28,19
"1332","11 ساله","دختر","غیرساکن",1390,"سيستان وبلوچستان",34,24,10
"1333","12 ساله","دختر","غیرساکن",1390,"سيستان وبلوچستان",42,37,5
"1334","13 ساله","دختر","غیرساکن",1390,"سيستان وبلوچستان",60,48,12
"1335","14 ساله","دختر","غیرساکن",1390,"سيستان وبلوچستان",34,32,2
"1336","15 ساله","دختر","غیرساکن",1390,"سيستان وبلوچستان",43,41,2
"1337","16 ساله","دختر","غیرساکن",1390,"سيستان وبلوچستان",31,29,2
"1338","17 ساله","دختر","غیرساکن",1390,"سيستان وبلوچستان",32,30,2
"1339","18 ساله","دختر","غیرساکن",1390,"سيستان وبلوچستان",47,45,2
"1340","19 ساله","دختر","غیرساکن",1390,"سيستان وبلوچستان",25,25,0
"1341","6 ساله","دختر","غیرساکن",1390,"سيستان وبلوچستان",52,41,11
"1342","7 ساله","دختر","غیرساکن",1390,"سيستان وبلوچستان",41,23,18
"1343","8 ساله","دختر","غیرساکن",1390,"سيستان وبلوچستان",39,26,13
"1344","9 ساله","دختر","غیرساکن",1390,"سيستان وبلوچستان",40,30,10
"1345","10 ساله","پسر","روستا",1390,"فارس",11122,447,10675
"1346","11 ساله","پسر","روستا",1390,"فارس",10932,435,10497
"1347","12 ساله","پسر","روستا",1390,"فارس",11083,539,10544
"1348","13 ساله","پسر","روستا",1390,"فارس",10774,725,10049
"1349","14 ساله","پسر","روستا",1390,"فارس",10569,1132,9437
"1350","15 ساله","پسر","روستا",1390,"فارس",11477,1954,9523
"1351","16 ساله","پسر","روستا",1390,"فارس",12728,3005,9723
"1352","17 ساله","پسر","روستا",1390,"فارس",13570,5695,7875
"1353","18 ساله","پسر","روستا",1390,"فارس",14923,9115,5808
"1354","19 ساله","پسر","روستا",1390,"فارس",15595,10772,4823
"1355","6 ساله","پسر","روستا",1390,"فارس",12189,2908,9281
"1356","7 ساله","پسر","روستا",1390,"فارس",11580,592,10988
"1357","8 ساله","پسر","روستا",1390,"فارس",11412,515,10897
"1358","9 ساله","پسر","روستا",1390,"فارس",11139,512,10627
"1359","10 ساله","دختر","روستا",1390,"فارس",10705,442,10263
"1360","11 ساله","دختر","روستا",1390,"فارس",10421,513,9908
"1361","12 ساله","دختر","روستا",1390,"فارس",10737,706,10031
"1362","13 ساله","دختر","روستا",1390,"فارس",10285,904,9381
"1363","14 ساله","دختر","روستا",1390,"فارس",10335,1498,8837
"1364","15 ساله","دختر","روستا",1390,"فارس",10990,2442,8548
"1365","16 ساله","دختر","روستا",1390,"فارس",12306,3553,8753
"1366","17 ساله","دختر","روستا",1390,"فارس",13404,5664,7740
"1367","18 ساله","دختر","روستا",1390,"فارس",14171,9542,4629
"1368","19 ساله","دختر","روستا",1390,"فارس",15397,11335,4062
"1369","6 ساله","دختر","روستا",1390,"فارس",11466,2600,8866
"1370","7 ساله","دختر","روستا",1390,"فارس",10806,519,10287
"1371","8 ساله","دختر","روستا",1390,"فارس",10925,458,10467
"1372","9 ساله","دختر","روستا",1390,"فارس",10398,418,9980
"1373","10 ساله","پسر","شهر",1390,"فارس",22700,1004,21696
"1374","11 ساله","پسر","شهر",1390,"فارس",22114,946,21168
"1375","12 ساله","پسر","شهر",1390,"فارس",23168,1075,22093
"1376","13 ساله","پسر","شهر",1390,"فارس",22447,1244,21203
"1377","14 ساله","پسر","شهر",1390,"فارس",23065,1655,21410
"1378","15 ساله","پسر","شهر",1390,"فارس",23871,2681,21190
"1379","16 ساله","پسر","شهر",1390,"فارس",25578,3928,21650
"1380","17 ساله","پسر","شهر",1390,"فارس",26576,7630,18946
"1381","18 ساله","پسر","شهر",1390,"فارس",28344,12662,15682
"1382","19 ساله","پسر","شهر",1390,"فارس",30408,15088,15320
"1383","6 ساله","پسر","شهر",1390,"فارس",22385,5354,17031
"1384","7 ساله","پسر","شهر",1390,"فارس",20612,1249,19363
"1385","8 ساله","پسر","شهر",1390,"فارس",21029,1080,19949
"1386","9 ساله","پسر","شهر",1390,"فارس",20682,936,19746
"1387","10 ساله","دختر","شهر",1390,"فارس",21712,1074,20638
"1388","11 ساله","دختر","شهر",1390,"فارس",21876,982,20894
"1389","12 ساله","دختر","شهر",1390,"فارس",22537,1194,21343
"1390","13 ساله","دختر","شهر",1390,"فارس",21692,1236,20456
"1391","14 ساله","دختر","شهر",1390,"فارس",21993,1569,20424
"1392","15 ساله","دختر","شهر",1390,"فارس",22567,2519,20048
"1393","16 ساله","دختر","شهر",1390,"فارس",24357,3380,20977
"1394","17 ساله","دختر","شهر",1390,"فارس",25687,6296,19391
"1395","18 ساله","دختر","شهر",1390,"فارس",26889,12898,13991
"1396","19 ساله","دختر","شهر",1390,"فارس",30631,14130,16501
"1397","6 ساله","دختر","شهر",1390,"فارس",21039,5045,15994
"1398","7 ساله","دختر","شهر",1390,"فارس",19801,1219,18582
"1399","8 ساله","دختر","شهر",1390,"فارس",19789,1047,18742
"1400","9 ساله","دختر","شهر",1390,"فارس",19418,876,18542
"1401","10 ساله","پسر","غیرساکن",1390,"فارس",117,17,100
"1402","11 ساله","پسر","غیرساکن",1390,"فارس",91,17,74
"1403","12 ساله","پسر","غیرساکن",1390,"فارس",97,24,73
"1404","13 ساله","پسر","غیرساکن",1390,"فارس",103,42,61
"1405","14 ساله","پسر","غیرساکن",1390,"فارس",94,51,43
"1406","15 ساله","پسر","غیرساکن",1390,"فارس",152,98,54
"1407","16 ساله","پسر","غیرساکن",1390,"فارس",140,89,51
"1408","17 ساله","پسر","غیرساکن",1390,"فارس",163,121,42
"1409","18 ساله","پسر","غیرساکن",1390,"فارس",179,144,35
"1410","19 ساله","پسر","غیرساکن",1390,"فارس",166,136,30
"1411","6 ساله","پسر","غیرساکن",1390,"فارس",118,30,88
"1412","7 ساله","پسر","غیرساکن",1390,"فارس",150,17,133
"1413","8 ساله","پسر","غیرساکن",1390,"فارس",134,8,126
"1414","9 ساله","پسر","غیرساکن",1390,"فارس",144,13,131
"1415","10 ساله","دختر","غیرساکن",1390,"فارس",142,14,128
"1416","11 ساله","دختر","غیرساکن",1390,"فارس",95,27,68
"1417","12 ساله","دختر","غیرساکن",1390,"فارس",96,42,54
"1418","13 ساله","دختر","غیرساکن",1390,"فارس",103,70,33
"1419","14 ساله","دختر","غیرساکن",1390,"فارس",104,64,40
"1420","15 ساله","دختر","غیرساکن",1390,"فارس",138,99,39
"1421","16 ساله","دختر","غیرساکن",1390,"فارس",153,124,29
"1422","17 ساله","دختر","غیرساکن",1390,"فارس",153,140,13
"1423","18 ساله","دختر","غیرساکن",1390,"فارس",160,150,10
"1424","19 ساله","دختر","غیرساکن",1390,"فارس",168,153,15
"1425","6 ساله","دختر","غیرساکن",1390,"فارس",141,33,108
"1426","7 ساله","دختر","غیرساکن",1390,"فارس",116,19,97
"1427","8 ساله","دختر","غیرساکن",1390,"فارس",120,8,112
"1428","9 ساله","دختر","غیرساکن",1390,"فارس",141,8,133
"1429","10 ساله","پسر","روستا",1390,"قزوين",2306,131,2175
"1430","11 ساله","پسر","روستا",1390,"قزوين",2364,143,2221
"1431","12 ساله","پسر","روستا",1390,"قزوين",2324,156,2168
"1432","13 ساله","پسر","روستا",1390,"قزوين",2329,210,2119
"1433","14 ساله","پسر","روستا",1390,"قزوين",2562,406,2156
"1434","15 ساله","پسر","روستا",1390,"قزوين",2692,589,2103
"1435","16 ساله","پسر","روستا",1390,"قزوين",3016,960,2056
"1436","17 ساله","پسر","روستا",1390,"قزوين",3129,1585,1544
"1437","18 ساله","پسر","روستا",1390,"قزوين",3694,2528,1166
"1438","19 ساله","پسر","روستا",1390,"قزوين",3559,2694,865
"1439","6 ساله","پسر","روستا",1390,"قزوين",2573,700,1873
"1440","7 ساله","پسر","روستا",1390,"قزوين",2451,180,2271
"1441","8 ساله","پسر","روستا",1390,"قزوين",2367,136,2231
"1442","9 ساله","پسر","روستا",1390,"قزوين",2436,121,2315
"1443","10 ساله","دختر","روستا",1390,"قزوين",2213,111,2102
"1444","11 ساله","دختر","روستا",1390,"قزوين",2174,198,1976
"1445","12 ساله","دختر","روستا",1390,"قزوين",2211,250,1961
"1446","13 ساله","دختر","روستا",1390,"قزوين",2321,397,1924
"1447","14 ساله","دختر","روستا",1390,"قزوين",2369,718,1651
"1448","15 ساله","دختر","روستا",1390,"قزوين",2486,1029,1457
"1449","16 ساله","دختر","روستا",1390,"قزوين",2796,1473,1323
"1450","17 ساله","دختر","روستا",1390,"قزوين",2972,1922,1050
"1451","18 ساله","دختر","روستا",1390,"قزوين",3220,2490,730
"1452","19 ساله","دختر","روستا",1390,"قزوين",3402,2740,662
"1453","6 ساله","دختر","روستا",1390,"قزوين",2428,623,1805
"1454","7 ساله","دختر","روستا",1390,"قزوين",2308,152,2156
"1455","8 ساله","دختر","روستا",1390,"قزوين",2344,144,2200
"1456","9 ساله","دختر","روستا",1390,"قزوين",2191,126,2065
"1457","10 ساله","پسر","شهر",1390,"قزوين",6481,499,5982
"1458","11 ساله","پسر","شهر",1390,"قزوين",6224,442,5782
"1459","12 ساله","پسر","شهر",1390,"قزوين",6309,488,5821
"1460","13 ساله","پسر","شهر",1390,"قزوين",6176,511,5665
"1461","14 ساله","پسر","شهر",1390,"قزوين",6459,604,5855
"1462","15 ساله","پسر","شهر",1390,"قزوين",6598,890,5708
"1463","16 ساله","پسر","شهر",1390,"قزوين",7117,1257,5860
"1464","17 ساله","پسر","شهر",1390,"قزوين",7567,2273,5294
"1465","18 ساله","پسر","شهر",1390,"قزوين",7740,3313,4427
"1466","19 ساله","پسر","شهر",1390,"قزوين",7936,3715,4221
"1467","6 ساله","پسر","شهر",1390,"قزوين",6872,1681,5191
"1468","7 ساله","پسر","شهر",1390,"قزوين",6444,551,5893
"1469","8 ساله","پسر","شهر",1390,"قزوين",6306,522,5784
"1470","9 ساله","پسر","شهر",1390,"قزوين",6337,522,5815
"1471","10 ساله","دختر","شهر",1390,"قزوين",6293,516,5777
"1472","11 ساله","دختر","شهر",1390,"قزوين",5898,474,5424
"1473","12 ساله","دختر","شهر",1390,"قزوين",6055,484,5571
"1474","13 ساله","دختر","شهر",1390,"قزوين",5974,531,5443
"1475","14 ساله","دختر","شهر",1390,"قزوين",6136,671,5465
"1476","15 ساله","دختر","شهر",1390,"قزوين",6331,1083,5248
"1477","16 ساله","دختر","شهر",1390,"قزوين",7006,1519,5487
"1478","17 ساله","دختر","شهر",1390,"قزوين",7468,2618,4850
"1479","18 ساله","دختر","شهر",1390,"قزوين",8030,4140,3890
"1480","19 ساله","دختر","شهر",1390,"قزوين",8558,4508,4050
"1481","6 ساله","دختر","شهر",1390,"قزوين",6410,1544,4866
"1482","7 ساله","دختر","شهر",1390,"قزوين",6060,530,5530
"1483","8 ساله","دختر","شهر",1390,"قزوين",6050,491,5559
"1484","9 ساله","دختر","شهر",1390,"قزوين",5708,440,5268
"1485","10 ساله","پسر","غیرساکن",1390,"قزوين",4,1,3
"1486","11 ساله","پسر","غیرساکن",1390,"قزوين",1,0,1
"1487","12 ساله","پسر","غیرساکن",1390,"قزوين",2,1,1
"1488","13 ساله","پسر","غیرساکن",1390,"قزوين",6,0,6
"1489","14 ساله","پسر","غیرساکن",1390,"قزوين",3,1,2
"1490","15 ساله","پسر","غیرساکن",1390,"قزوين",2,1,1
"1491","16 ساله","پسر","غیرساکن",1390,"قزوين",4,1,3
"1492","17 ساله","پسر","غیرساکن",1390,"قزوين",3,1,2
"1493","18 ساله","پسر","غیرساکن",1390,"قزوين",4,4,0
"1494","19 ساله","پسر","غیرساکن",1390,"قزوين",3,3,0
"1495","6 ساله","پسر","غیرساکن",1390,"قزوين",0,0,0
"1496","7 ساله","پسر","غیرساکن",1390,"قزوين",1,1,0
"1497","8 ساله","پسر","غیرساکن",1390,"قزوين",1,0,1
"1498","9 ساله","پسر","غیرساکن",1390,"قزوين",3,0,3
"1499","10 ساله","دختر","غیرساکن",1390,"قزوين",4,0,4
"1500","11 ساله","دختر","غیرساکن",1390,"قزوين",1,0,1
"1501","12 ساله","دختر","غیرساکن",1390,"قزوين",2,1,1
"1502","13 ساله","دختر","غیرساکن",1390,"قزوين",1,0,1
"1503","14 ساله","دختر","غیرساکن",1390,"قزوين",4,3,1
"1504","15 ساله","دختر","غیرساکن",1390,"قزوين",0,0,0
"1505","16 ساله","دختر","غیرساکن",1390,"قزوين",3,1,2
"1506","17 ساله","دختر","غیرساکن",1390,"قزوين",3,0,3
"1507","18 ساله","دختر","غیرساکن",1390,"قزوين",7,3,4
"1508","19 ساله","دختر","غیرساکن",1390,"قزوين",8,4,4
"1509","6 ساله","دختر","غیرساکن",1390,"قزوين",3,2,1
"1510","7 ساله","دختر","غیرساکن",1390,"قزوين",2,1,1
"1511","8 ساله","دختر","غیرساکن",1390,"قزوين",3,0,3
"1512","9 ساله","دختر","غیرساکن",1390,"قزوين",2,0,2
"1513","10 ساله","پسر","روستا",1390,"قم",450,39,411
"1514","11 ساله","پسر","روستا",1390,"قم",381,29,352
"1515","12 ساله","پسر","روستا",1390,"قم",412,35,377
"1516","13 ساله","پسر","روستا",1390,"قم",373,47,326
"1517","14 ساله","پسر","روستا",1390,"قم",420,84,336
"1518","15 ساله","پسر","روستا",1390,"قم",423,128,295
"1519","16 ساله","پسر","روستا",1390,"قم",472,187,285
"1520","17 ساله","پسر","روستا",1390,"قم",494,246,248
"1521","18 ساله","پسر","روستا",1390,"قم",485,341,144
"1522","19 ساله","پسر","روستا",1390,"قم",588,477,111
"1523","6 ساله","پسر","روستا",1390,"قم",419,114,305
"1524","7 ساله","پسر","روستا",1390,"قم",451,48,403
"1525","8 ساله","پسر","روستا",1390,"قم",366,30,336
"1526","9 ساله","پسر","روستا",1390,"قم",452,26,426
"1527","10 ساله","دختر","روستا",1390,"قم",425,30,395
"1528","11 ساله","دختر","روستا",1390,"قم",382,38,344
"1529","12 ساله","دختر","روستا",1390,"قم",437,53,384
"1530","13 ساله","دختر","روستا",1390,"قم",414,73,341
"1531","14 ساله","دختر","روستا",1390,"قم",393,114,279
"1532","15 ساله","دختر","روستا",1390,"قم",438,158,280
"1533","16 ساله","دختر","روستا",1390,"قم",433,202,231
"1534","17 ساله","دختر","روستا",1390,"قم",425,237,188
"1535","18 ساله","دختر","روستا",1390,"قم",470,334,136
"1536","19 ساله","دختر","روستا",1390,"قم",445,363,82
"1537","6 ساله","دختر","روستا",1390,"قم",394,126,268
"1538","7 ساله","دختر","روستا",1390,"قم",382,30,352
"1539","8 ساله","دختر","روستا",1390,"قم",385,29,356
"1540","9 ساله","دختر","روستا",1390,"قم",322,16,306
"1541","10 ساله","پسر","شهر",1390,"قم",8726,226,8500
"1542","11 ساله","پسر","شهر",1390,"قم",8534,175,8359
"1543","12 ساله","پسر","شهر",1390,"قم",8661,281,8380
"1544","13 ساله","پسر","شهر",1390,"قم",8760,383,8377
"1545","14 ساله","پسر","شهر",1390,"قم",8713,698,8015
"1546","15 ساله","پسر","شهر",1390,"قم",9297,1271,8026
"1547","16 ساله","پسر","شهر",1390,"قم",9249,1998,7251
"1548","17 ساله","پسر","شهر",1390,"قم",9822,3132,6690
"1549","18 ساله","پسر","شهر",1390,"قم",10185,4320,5865
"1550","19 ساله","پسر","شهر",1390,"قم",10161,4899,5262
"1551","6 ساله","پسر","شهر",1390,"قم",9223,2371,6852
"1552","7 ساله","پسر","شهر",1390,"قم",8909,368,8541
"1553","8 ساله","پسر","شهر",1390,"قم",8914,277,8637
"1554","9 ساله","پسر","شهر",1390,"قم",8714,293,8421
"1555","10 ساله","دختر","شهر",1390,"قم",8699,252,8447
"1556","11 ساله","دختر","شهر",1390,"قم",8150,219,7931
"1557","12 ساله","دختر","شهر",1390,"قم",8476,319,8157
"1558","13 ساله","دختر","شهر",1390,"قم",8382,491,7891
"1559","14 ساله","دختر","شهر",1390,"قم",8349,788,7561
"1560","15 ساله","دختر","شهر",1390,"قم",8601,1431,7170
"1561","16 ساله","دختر","شهر",1390,"قم",8897,2008,6889
"1562","17 ساله","دختر","شهر",1390,"قم",9427,3540,5887
"1563","18 ساله","دختر","شهر",1390,"قم",9949,5196,4753
"1564","19 ساله","دختر","شهر",1390,"قم",10526,5953,4573
"1565","6 ساله","دختر","شهر",1390,"قم",8685,2222,6463
"1566","7 ساله","دختر","شهر",1390,"قم",8607,339,8268
"1567","8 ساله","دختر","شهر",1390,"قم",8305,263,8042
"1568","9 ساله","دختر","شهر",1390,"قم",8441,222,8219
"1569","10 ساله","پسر","غیرساکن",1390,"قم",0,0,0
"1570","11 ساله","پسر","غیرساکن",1390,"قم",0,0,0
"1571","12 ساله","پسر","غیرساکن",1390,"قم",0,0,0
"1572","13 ساله","پسر","غیرساکن",1390,"قم",0,0,0
"1573","14 ساله","پسر","غیرساکن",1390,"قم",0,0,0
"1574","15 ساله","پسر","غیرساکن",1390,"قم",0,0,0
"1575","16 ساله","پسر","غیرساکن",1390,"قم",0,0,0
"1576","17 ساله","پسر","غیرساکن",1390,"قم",0,0,0
"1577","18 ساله","پسر","غیرساکن",1390,"قم",0,0,0
"1578","19 ساله","پسر","غیرساکن",1390,"قم",0,0,0
"1579","6 ساله","پسر","غیرساکن",1390,"قم",0,0,0
"1580","7 ساله","پسر","غیرساکن",1390,"قم",0,0,0
"1581","8 ساله","پسر","غیرساکن",1390,"قم",0,0,0
"1582","9 ساله","پسر","غیرساکن",1390,"قم",0,0,0
"1583","10 ساله","دختر","غیرساکن",1390,"قم",0,0,0
"1584","11 ساله","دختر","غیرساکن",1390,"قم",0,0,0
"1585","12 ساله","دختر","غیرساکن",1390,"قم",0,0,0
