,Code,age,sex,settlement,population.total,population.ed,population.not.ed,year,addressCod,addressCode,Pername
640,IR.KZ,12,دختر,روستا,12095,9318,2777,1390,6,06,خوزستان
641,IR.LO,12,دختر,روستا,5334,4400,934,1390,15,15,لرستان
642,IR.MK,12,دختر,روستا,2336,1983,353,1390,0,00,مرکزی
643,IR.MN,12,دختر,روستا,9038,8656,382,1390,2,02,مازندران
644,IR.QM,12,دختر,روستا,437,384,53,1390,25,25,قم
645,IR.QZ,12,دختر,روستا,2211,1961,250,1390,26,26,قزوین
646,IR.SB,12,دختر,روستا,15121,9511,5610,1390,11,11,سیستان و بلوچستان
647,IR.SM,12,دختر,روستا,964,871,93,1390,20,20,سمنان
648,IR.TH,12,دختر,روستا,6918,6327,591,1390,23,23,تهران
649,IR.WA,12,دختر,روستا,9571,6911,2660,1390,4,04,آذربایجان غربی
650,IR.YA,12,دختر,روستا,1251,1138,113,1390,21,21,یزد
651,IR.ZA,12,دختر,روستا,2677,2196,481,1390,19,19,زنجان
652,IR.AL,13,دختر,روستا,1762,1561,201,1390,30,30,البرز
653,IR.AR,13,دختر,روستا,3554,2756,798,1390,24,24,اردبیل
654,IR.BK,13,دختر,روستا,4447,3224,1223,1390,5,05,کرمانشاه
655,IR.BS,13,دختر,روستا,2110,1930,180,1390,18,18,بوشهر
656,IR.CM,13,دختر,روستا,3215,2691,524,1390,14,14,چهارمحال و بختیاری
657,IR.EA,13,دختر,روستا,8412,6389,2023,1390,3,03,آذربایجان شرقی
658,IR.ES,13,دختر,روستا,4830,4403,427,1390,10,10,اصفهان
659,IR.FA,13,دختر,روستا,10285,9381,904,1390,7,07,فارس
660,IR.GI,13,دختر,روستا,6710,6040,670,1390,1,01,گیلان
661,IR.GO,13,دختر,روستا,6688,4941,1747,1390,27,27,گلستان
662,IR.HD,13,دختر,روستا,5243,4089,1154,1390,13,13,همدان
663,IR.HG,13,دختر,روستا,7923,6563,1360,1390,22,22,هرمزگان
664,IR.IL,13,دختر,روستا,1400,1184,216,1390,16,16,ایلام
665,IR.KB,13,دختر,روستا,2460,2071,389,1390,17,17,کهگیلویه و بویراحمد
666,IR.KD,13,دختر,روستا,3880,2202,1678,1390,12,12,کردستان
667,IR.KE,13,دختر,روستا,11147,9432,1715,1390,8,08,کرمان
668,IR.KJ,13,دختر,روستا,2266,1771,495,1390,29,29,خراسان جنوبی
669,IR.KS,13,دختر,روستا,4060,3078,982,1390,28,28,خراسان شمالی
670,IR.KV,13,دختر,روستا,14444,10955,3489,1390,9,09,خراسان رضوی
671,IR.KZ,13,دختر,روستا,12277,8792,3485,1390,6,06,خوزستان
672,IR.LO,13,دختر,روستا,5257,4076,1181,1390,15,15,لرستان
673,IR.MK,13,دختر,روستا,2335,1852,483,1390,0,00,مرکزی
674,IR.MN,13,دختر,روستا,8961,8432,529,1390,2,02,مازندران
675,IR.QM,13,دختر,روستا,414,341,73,1390,25,25,قم
676,IR.QZ,13,دختر,روستا,2321,1924,397,1390,26,26,قزوین
677,IR.SB,13,دختر,روستا,15323,8225,7098,1390,11,11,سیستان و بلوچستان
678,IR.SM,13,دختر,روستا,1092,973,119,1390,20,20,سمنان
679,IR.TH,13,دختر,روستا,6950,6182,768,1390,23,23,تهران
680,IR.WA,13,دختر,روستا,9990,6210,3780,1390,4,04,آذربایجان غربی
681,IR.YA,13,دختر,روستا,1234,1112,122,1390,21,21,یزد
682,IR.ZA,13,دختر,روستا,2797,2142,655,1390,19,19,زنجان
683,IR.AL,14,دختر,روستا,1728,1436,292,1390,30,30,البرز
684,IR.AR,14,دختر,روستا,3835,2505,1330,1390,24,24,اردبیل
685,IR.BK,14,دختر,روستا,4670,2924,1746,1390,5,05,کرمانشاه
686,IR.BS,14,دختر,روستا,2008,1751,257,1390,18,18,بوشهر
687,IR.CM,14,دختر,روستا,3442,2696,746,1390,14,14,چهارمحال و بختیاری
688,IR.EA,14,دختر,روستا,8424,5141,3283,1390,3,03,آذربایجان شرقی
689,IR.ES,14,دختر,روستا,4813,4140,673,1390,10,10,اصفهان
690,IR.FA,14,دختر,روستا,10335,8837,1498,1390,7,07,فارس
691,IR.GI,14,دختر,روستا,7283,6187,1096,1390,1,01,گیلان
692,IR.GO,14,دختر,روستا,7320,4549,2771,1390,27,27,گلستان
693,IR.HD,14,دختر,روستا,5348,3397,1951,1390,13,13,همدان
694,IR.HG,14,دختر,روستا,8189,6235,1954,1390,22,22,هرمزگان
695,IR.IL,14,دختر,روستا,1472,1147,325,1390,16,16,ایلام
696,IR.KB,14,دختر,روستا,2525,1945,580,1390,17,17,کهگیلویه و بویراحمد
697,IR.KD,14,دختر,روستا,4182,1808,2374,1390,12,12,کردستان
698,IR.KE,14,دختر,روستا,11450,9095,2355,1390,8,08,کرمان
699,IR.KJ,14,دختر,روستا,2219,1523,696,1390,29,29,خراسان جنوبی
700,IR.KS,14,دختر,روستا,4003,2445,1558,1390,28,28,خراسان شمالی
701,IR.KV,14,دختر,روستا,14411,8731,5680,1390,9,09,خراسان رضوی
702,IR.KZ,14,دختر,روستا,12367,7706,4661,1390,6,06,خوزستان
703,IR.LO,14,دختر,روستا,6123,4117,2006,1390,15,15,لرستان
704,IR.MK,14,دختر,روستا,2633,1765,868,1390,0,00,مرکزی
705,IR.MN,14,دختر,روستا,9245,8350,895,1390,2,02,مازندران
706,IR.QM,14,دختر,روستا,393,279,114,1390,25,25,قم
707,IR.QZ,14,دختر,روستا,2369,1651,718,1390,26,26,قزوین
708,IR.SB,14,دختر,روستا,15053,6851,8202,1390,11,11,سیستان و بلوچستان
709,IR.SM,14,دختر,روستا,1032,857,175,1390,20,20,سمنان
710,IR.TH,14,دختر,روستا,7037,5855,1182,1390,23,23,تهران
711,IR.WA,14,دختر,روستا,10019,5219,4800,1390,4,04,آذربایجان غربی
712,IR.YA,14,دختر,روستا,1178,994,184,1390,21,21,یزد
713,IR.ZA,14,دختر,روستا,3208,1944,1264,1390,19,19,زنجان
714,IR.AL,15,دختر,روستا,1765,1361,404,1390,30,30,البرز
715,IR.AR,15,دختر,روستا,3980,2227,1753,1390,24,24,اردبیل
716,IR.BK,15,دختر,روستا,4871,2576,2295,1390,5,05,کرمانشاه
717,IR.BS,15,دختر,روستا,2192,1748,444,1390,18,18,بوشهر
718,IR.CM,15,دختر,روستا,3412,2387,1025,1390,14,14,چهارمحال و بختیاری
719,IR.EA,15,دختر,روستا,8820,4431,4389,1390,3,03,آذربایجان شرقی
720,IR.ES,15,دختر,روستا,4760,3786,974,1390,10,10,اصفهان
721,IR.FA,15,دختر,روستا,10990,8548,2442,1390,7,07,فارس
722,IR.GI,15,دختر,روستا,7492,5666,1826,1390,1,01,گیلان
723,IR.GO,15,دختر,روستا,7897,4036,3861,1390,27,27,گلستان
724,IR.HD,15,دختر,روستا,6112,3212,2900,1390,13,13,همدان
725,IR.HG,15,دختر,روستا,8278,5718,2560,1390,22,22,هرمزگان
726,IR.IL,15,دختر,روستا,1750,1255,495,1390,16,16,ایلام
727,IR.KB,15,دختر,روستا,2636,1879,757,1390,17,17,کهگیلویه و بویراحمد
728,IR.KD,15,دختر,روستا,4306,1398,2908,1390,12,12,کردستان
729,IR.KE,15,دختر,روستا,11939,8714,3225,1390,8,08,کرمان
730,IR.KJ,15,دختر,روستا,2210,1204,1006,1390,29,29,خراسان جنوبی
731,IR.KS,15,دختر,روستا,4027,2001,2026,1390,28,28,خراسان شمالی
732,IR.KV,15,دختر,روستا,14423,6825,7598,1390,9,09,خراسان رضوی
733,IR.KZ,15,دختر,روستا,13078,7086,5992,1390,6,06,خوزستان
734,IR.LO,15,دختر,روستا,6340,3802,2538,1390,15,15,لرستان
735,IR.MK,15,دختر,روستا,2703,1605,1098,1390,0,00,مرکزی
736,IR.MN,15,دختر,روستا,9595,7990,1605,1390,2,02,مازندران
737,IR.QM,15,دختر,روستا,438,280,158,1390,25,25,قم
738,IR.QZ,15,دختر,روستا,2486,1457,1029,1390,26,26,قزوین
739,IR.SB,15,دختر,روستا,14411,5473,8938,1390,11,11,سیستان و بلوچستان
740,IR.SM,15,دختر,روستا,982,751,231,1390,20,20,سمنان
741,IR.TH,15,دختر,روستا,7257,5475,1782,1390,23,23,تهران
742,IR.WA,15,دختر,روستا,10166,4164,6002,1390,4,04,آذربایجان غربی
743,IR.YA,15,دختر,روستا,1200,948,252,1390,21,21,یزد
744,IR.ZA,15,دختر,روستا,3306,1588,1718,1390,19,19,زنجان
745,IR.AL,16,دختر,روستا,1806,1277,529,1390,30,30,البرز
746,IR.AR,16,دختر,روستا,4484,2187,2297,1390,24,24,اردبیل
747,IR.BK,16,دختر,روستا,5564,2621,2943,1390,5,05,کرمانشاه
748,IR.BS,16,دختر,روستا,2455,1831,624,1390,18,18,بوشهر
749,IR.CM,16,دختر,روستا,3840,2417,1423,1390,14,14,چهارمحال و بختیاری
750,IR.EA,16,دختر,روستا,9575,4148,5427,1390,3,03,آذربایجان شرقی
751,IR.ES,16,دختر,روستا,5303,3927,1376,1390,10,10,اصفهان
752,IR.FA,16,دختر,روستا,12306,8753,3553,1390,7,07,فارس
753,IR.GI,16,دختر,روستا,7659,5255,2404,1390,1,01,گیلان
754,IR.GO,16,دختر,روستا,8601,3785,4816,1390,27,27,گلستان
755,IR.HD,16,دختر,روستا,6559,2996,3563,1390,13,13,همدان
756,IR.HG,16,دختر,روستا,8329,5300,3029,1390,22,22,هرمزگان
757,IR.IL,16,دختر,روستا,1858,1259,599,1390,16,16,ایلام
758,IR.KB,16,دختر,روستا,3069,1919,1150,1390,17,17,کهگیلویه و بویراحمد
759,IR.KD,16,دختر,روستا,5096,1422,3674,1390,12,12,کردستان
760,IR.KE,16,دختر,روستا,12001,7939,4062,1390,8,08,کرمان
761,IR.KJ,16,دختر,روستا,2110,1034,1076,1390,29,29,خراسان جنوبی
762,IR.KS,16,دختر,روستا,4261,1864,2397,1390,28,28,خراسان شمالی
763,IR.KV,16,دختر,روستا,15301,6304,8997,1390,9,09,خراسان رضوی
764,IR.KZ,16,دختر,روستا,14313,6912,7401,1390,6,06,خوزستان
765,IR.LO,16,دختر,روستا,6857,3692,3165,1390,15,15,لرستان
766,IR.MK,16,دختر,روستا,2869,1464,1405,1390,0,00,مرکزی
767,IR.MN,16,دختر,روستا,9763,7463,2300,1390,2,02,مازندران
768,IR.QM,16,دختر,روستا,433,231,202,1390,25,25,قم
769,IR.QZ,16,دختر,روستا,2796,1323,1473,1390,26,26,قزوین
770,IR.SB,16,دختر,روستا,14300,4905,9395,1390,11,11,سیستان و بلوچستان
771,IR.SM,16,دختر,روستا,1123,764,359,1390,20,20,سمنان
772,IR.TH,16,دختر,روستا,7199,4921,2278,1390,23,23,تهران
773,IR.WA,16,دختر,روستا,11596,3991,7605,1390,4,04,آذربایجان غربی
774,IR.YA,16,دختر,روستا,1150,874,276,1390,21,21,یزد
775,IR.ZA,16,دختر,روستا,3869,1545,2324,1390,19,19,زنجان
776,IR.AL,17,دختر,روستا,1871,1054,817,1390,30,30,البرز
777,IR.AR,17,دختر,روستا,4796,1813,2983,1390,24,24,اردبیل
778,IR.BK,17,دختر,روستا,5850,2098,3752,1390,5,05,کرمانشاه
779,IR.BS,17,دختر,روستا,2494,1421,1073,1390,18,18,بوشهر
780,IR.CM,17,دختر,روستا,4177,1984,2193,1390,14,14,چهارمحال و بختیاری
781,IR.EA,17,دختر,روستا,10369,3105,7264,1390,3,03,آذربایجان شرقی
782,IR.ES,17,دختر,روستا,5610,3133,2477,1390,10,10,اصفهان
783,IR.FA,17,دختر,روستا,13404,7740,5664,1390,7,07,فارس
784,IR.GI,17,دختر,روستا,8170,4226,3944,1390,1,01,گیلان
785,IR.GO,17,دختر,روستا,8560,2743,5817,1390,27,27,گلستان
786,IR.HD,17,دختر,روستا,6964,2064,4900,1390,13,13,همدان
787,IR.HG,17,دختر,روستا,8772,4234,4538,1390,22,22,هرمزگان
788,IR.IL,17,دختر,روستا,2147,1140,1007,1390,16,16,ایلام
789,IR.KB,17,دختر,روستا,3428,1788,1640,1390,17,17,کهگیلویه و بویراحمد
790,IR.KD,17,دختر,روستا,5608,1117,4491,1390,12,12,کردستان
791,IR.KE,17,دختر,روستا,12873,6678,6195,1390,8,08,کرمان
792,IR.KJ,17,دختر,روستا,2742,949,1793,1390,29,29,خراسان جنوبی
793,IR.KS,17,دختر,روستا,4509,1504,3005,1390,28,28,خراسان شمالی
794,IR.KV,17,دختر,روستا,16620,4790,11830,1390,9,09,خراسان رضوی
795,IR.KZ,17,دختر,روستا,14900,5639,9261,1390,6,06,خوزستان
796,IR.LO,17,دختر,روستا,7308,3060,4248,1390,15,15,لرستان
797,IR.MK,17,دختر,روستا,3165,1115,2050,1390,0,00,مرکزی
798,IR.MN,17,دختر,روستا,10323,6343,3980,1390,2,02,مازندران
799,IR.QM,17,دختر,روستا,425,188,237,1390,25,25,قم
800,IR.QZ,17,دختر,روستا,2972,1050,1922,1390,26,26,قزوین
801,IR.SB,17,دختر,روستا,14627,3960,10667,1390,11,11,سیستان و بلوچستان
802,IR.SM,17,دختر,روستا,1234,635,599,1390,20,20,سمنان
803,IR.TH,17,دختر,روستا,7593,3952,3641,1390,23,23,تهران
804,IR.WA,17,دختر,روستا,12340,3080,9260,1390,4,04,آذربایجان غربی
805,IR.YA,17,دختر,روستا,1350,753,597,1390,21,21,یزد
806,IR.ZA,17,دختر,روستا,4138,1247,2891,1390,19,19,زنجان
807,IR.AL,18,دختر,روستا,1929,696,1233,1390,30,30,البرز
808,IR.AR,18,دختر,روستا,5020,1103,3917,1390,24,24,اردبیل
809,IR.BK,18,دختر,روستا,6021,1305,4716,1390,5,05,کرمانشاه
810,IR.BS,18,دختر,روستا,2857,1046,1811,1390,18,18,بوشهر
811,IR.CM,18,دختر,روستا,4517,1347,3170,1390,14,14,چهارمحال و بختیاری
812,IR.EA,18,دختر,روستا,10747,1983,8764,1390,3,03,آذربایجان شرقی
813,IR.ES,18,دختر,روستا,5991,2191,3800,1390,10,10,اصفهان
814,IR.FA,18,دختر,روستا,14171,4629,9542,1390,7,07,فارس
815,IR.GI,18,دختر,روستا,8915,2976,5939,1390,1,01,گیلان
816,IR.GO,18,دختر,روستا,8978,1770,7208,1390,27,27,گلستان
817,IR.HD,18,دختر,روستا,7240,1333,5907,1390,13,13,همدان
818,IR.HG,18,دختر,روستا,9096,2579,6517,1390,22,22,هرمزگان
819,IR.IL,18,دختر,روستا,2151,701,1450,1390,16,16,ایلام
820,IR.KB,18,دختر,روستا,3639,1270,2369,1390,17,17,کهگیلویه و بویراحمد
821,IR.KD,18,دختر,روستا,5818,629,5189,1390,12,12,کردستان
822,IR.KE,18,دختر,روستا,13429,4578,8851,1390,8,08,کرمان
823,IR.KJ,18,دختر,روستا,2950,660,2290,1390,29,29,خراسان جنوبی
824,IR.KS,18,دختر,روستا,4662,931,3731,1390,28,28,خراسان شمالی
825,IR.KV,18,دختر,روستا,17235,2892,14343,1390,9,09,خراسان رضوی
826,IR.KZ,18,دختر,روستا,15684,3758,11926,1390,6,06,خوزستان
827,IR.LO,18,دختر,روستا,7505,1937,5568,1390,15,15,لرستان
828,IR.MK,18,دختر,روستا,3253,756,2497,1390,0,00,مرکزی
829,IR.MN,18,دختر,روستا,11440,5013,6427,1390,2,02,مازندران
830,IR.QM,18,دختر,روستا,470,136,334,1390,25,25,قم
831,IR.QZ,18,دختر,روستا,3220,730,2490,1390,26,26,قزوین
832,IR.SB,18,دختر,روستا,14670,2698,11972,1390,11,11,سیستان و بلوچستان
833,IR.SM,18,دختر,روستا,1263,443,820,1390,20,20,سمنان
834,IR.TH,18,دختر,روستا,8260,2700,5560,1390,23,23,تهران
835,IR.WA,18,دختر,روستا,12847,2051,10796,1390,4,04,آذربایجان غربی
836,IR.YA,18,دختر,روستا,1477,570,907,1390,21,21,یزد
837,IR.ZA,18,دختر,روستا,4355,737,3618,1390,19,19,زنجان
838,IR.AL,19,دختر,روستا,2038,718,1320,1390,30,30,البرز
839,IR.AR,19,دختر,روستا,4750,878,3872,1390,24,24,اردبیل
840,IR.BK,19,دختر,روستا,5931,992,4939,1390,5,05,کرمانشاه
841,IR.BS,19,دختر,روستا,3002,912,2090,1390,18,18,بوشهر
842,IR.CM,19,دختر,روستا,4622,1009,3613,1390,14,14,چهارمحال و بختیاری
843,IR.EA,19,دختر,روستا,10631,1727,8904,1390,3,03,آذربایجان شرقی
844,IR.ES,19,دختر,روستا,6318,1940,4378,1390,10,10,اصفهان
845,IR.FA,19,دختر,روستا,15397,4062,11335,1390,7,07,فارس
846,IR.GI,19,دختر,روستا,9044,2599,6445,1390,1,01,گیلان
847,IR.GO,19,دختر,روستا,9305,1612,7693,1390,27,27,گلستان
848,IR.HD,19,دختر,روستا,7496,1216,6280,1390,13,13,همدان
849,IR.HG,19,دختر,روستا,9284,1903,7381,1390,22,22,هرمزگان
850,IR.IL,19,دختر,روستا,2342,703,1639,1390,16,16,ایلام
851,IR.KB,19,دختر,روستا,3668,939,2729,1390,17,17,کهگیلویه و بویراحمد
852,IR.KD,19,دختر,روستا,6073,497,5576,1390,12,12,کردستان
853,IR.KE,19,دختر,روستا,13414,3825,9589,1390,8,08,کرمان
854,IR.KJ,19,دختر,روستا,2837,523,2314,1390,29,29,خراسان جنوبی
855,IR.KS,19,دختر,روستا,4552,773,3779,1390,28,28,خراسان شمالی
856,IR.KV,19,دختر,روستا,17048,2144,14904,1390,9,09,خراسان رضوی
857,IR.KZ,19,دختر,روستا,15206,2989,12217,1390,6,06,خوزستان
858,IR.LO,19,دختر,روستا,7977,1799,6178,1390,15,15,لرستان
859,IR.MK,19,دختر,روستا,3180,589,2591,1390,0,00,مرکزی
860,IR.MN,19,دختر,روستا,12202,4937,7265,1390,2,02,مازندران
861,IR.QM,19,دختر,روستا,445,82,363,1390,25,25,قم
862,IR.QZ,19,دختر,روستا,3402,662,2740,1390,26,26,قزوین
863,IR.SB,19,دختر,روستا,13714,1997,11717,1390,11,11,سیستان و بلوچستان
864,IR.SM,19,دختر,روستا,1253,381,872,1390,20,20,سمنان
865,IR.TH,19,دختر,روستا,7927,2183,5744,1390,23,23,تهران
866,IR.WA,19,دختر,روستا,13118,1891,11227,1390,4,04,آذربایجان غربی
867,IR.YA,19,دختر,روستا,1506,551,955,1390,21,21,یزد
868,IR.ZA,19,دختر,روستا,4640,749,3891,1390,19,19,زنجان
869,IR.AL,6,پسر,شهر,16228,12487,3741,1390,30,30,البرز
870,IR.AR,6,پسر,شهر,6144,4997,1147,1390,24,24,اردبیل
871,IR.BK,6,پسر,شهر,9571,7555,2016,1390,5,05,کرمانشاه
872,IR.BS,6,پسر,شهر,5746,4332,1414,1390,18,18,بوشهر
873,IR.CM,6,پسر,شهر,4115,3331,784,1390,14,14,چهارمحال و بختیاری
874,IR.EA,6,پسر,شهر,17961,14110,3851,1390,3,03,آذربایجان شرقی
875,IR.ES,6,پسر,شهر,29292,22303,6989,1390,10,10,اصفهان
876,IR.FA,6,پسر,شهر,22385,17031,5354,1390,7,07,فارس
877,IR.GI,6,پسر,شهر,9308,7458,1850,1390,1,01,گیلان
878,IR.GO,6,پسر,شهر,7226,5648,1578,1390,27,27,گلستان
879,IR.HD,6,پسر,شهر,7018,5460,1558,1390,13,13,همدان
880,IR.HG,6,پسر,شهر,7243,5333,1910,1390,22,22,هرمزگان
881,IR.IL,6,پسر,شهر,2873,2291,582,1390,16,16,ایلام
882,IR.KB,6,پسر,شهر,2952,2360,592,1390,17,17,کهگیلویه و بویراحمد
883,IR.KD,6,پسر,شهر,7694,6128,1566,1390,12,12,کردستان
884,IR.KE,6,پسر,شهر,14444,10445,3999,1390,8,08,کرمان
885,IR.KJ,6,پسر,شهر,3226,2550,676,1390,29,29,خراسان جنوبی
886,IR.KS,6,پسر,شهر,3607,2839,768,1390,28,28,خراسان شمالی
887,IR.KV,6,پسر,شهر,36146,27127,9019,1390,9,09,خراسان رضوی
888,IR.KZ,6,پسر,شهر,26578,20367,6211,1390,6,06,خوزستان
889,IR.LO,6,پسر,شهر,8066,6395,1671,1390,15,15,لرستان
890,IR.MK,6,پسر,شهر,7960,6287,1673,1390,0,00,مرکزی
891,IR.MN,6,پسر,شهر,11059,8593,2466,1390,2,02,مازندران
892,IR.QM,6,پسر,شهر,9223,6852,2371,1390,25,25,قم
893,IR.QZ,6,پسر,شهر,6872,5191,1681,1390,26,26,قزوین
894,IR.SB,6,پسر,شهر,15132,10588,4544,1390,11,11,سیستان و بلوچستان
895,IR.SM,6,پسر,شهر,3520,2611,909,1390,20,20,سمنان
896,IR.TH,6,پسر,شهر,74306,55149,19157,1390,23,23,تهران
897,IR.WA,6,پسر,شهر,15506,12075,3431,1390,4,04,آذربایجان غربی
898,IR.YA,6,پسر,شهر,7555,5732,1823,1390,21,21,یزد
899,IR.ZA,6,پسر,شهر,4480,3678,802,1390,19,19,زنجان
900,IR.AL,7,پسر,شهر,15291,14581,710,1390,30,30,البرز
901,IR.AR,7,پسر,شهر,5957,5800,157,1390,24,24,اردبیل
902,IR.BK,7,پسر,شهر,9054,8754,300,1390,5,05,کرمانشاه
903,IR.BS,7,پسر,شهر,5451,5081,370,1390,18,18,بوشهر
904,IR.CM,7,پسر,شهر,3880,3753,127,1390,14,14,چهارمحال و بختیاری
905,IR.EA,7,پسر,شهر,17311,16630,681,1390,3,03,آذربایجان شرقی
906,IR.ES,7,پسر,شهر,27214,25836,1378,1390,10,10,اصفهان
907,IR.FA,7,پسر,شهر,20612,19363,1249,1390,7,07,فارس
908,IR.GI,7,پسر,شهر,8723,8395,328,1390,1,01,گیلان
909,IR.GO,7,پسر,شهر,6771,6482,289,1390,27,27,گلستان
910,IR.HD,7,پسر,شهر,6453,6237,216,1390,13,13,همدان
911,IR.HG,7,پسر,شهر,6806,6304,502,1390,22,22,هرمزگان
912,IR.IL,7,پسر,شهر,2757,2651,106,1390,16,16,ایلام
913,IR.KB,7,پسر,شهر,2846,2765,81,1390,17,17,کهگیلویه و بویراحمد
914,IR.KD,7,پسر,شهر,7251,6938,313,1390,12,12,کردستان
915,IR.KE,7,پسر,شهر,13310,12079,1231,1390,8,08,کرمان
916,IR.KJ,7,پسر,شهر,3095,2984,111,1390,29,29,خراسان جنوبی
917,IR.KS,7,پسر,شهر,3403,3305,98,1390,28,28,خراسان شمالی
918,IR.KV,7,پسر,شهر,34615,32982,1633,1390,9,09,خراسان رضوی
919,IR.KZ,7,پسر,شهر,25205,24005,1200,1390,6,06,خوزستان
920,IR.LO,7,پسر,شهر,7503,7164,339,1390,15,15,لرستان
921,IR.MK,7,پسر,شهر,7321,7029,292,1390,0,00,مرکزی
922,IR.MN,7,پسر,شهر,10383,9949,434,1390,2,02,مازندران
923,IR.QM,7,پسر,شهر,8909,8541,368,1390,25,25,قم
924,IR.QZ,7,پسر,شهر,6444,5893,551,1390,26,26,قزوین
925,IR.SB,7,پسر,شهر,14757,13395,1362,1390,11,11,سیستان و بلوچستان
926,IR.SM,7,پسر,شهر,3460,3274,186,1390,20,20,سمنان
927,IR.TH,7,پسر,شهر,70036,66257,3779,1390,23,23,تهران
928,IR.WA,7,پسر,شهر,14921,14328,593,1390,4,04,آذربایجان غربی
929,IR.YA,7,پسر,شهر,7219,6658,561,1390,21,21,یزد
930,IR.ZA,7,پسر,شهر,4176,4056,120,1390,19,19,زنجان
931,IR.AL,8,پسر,شهر,14799,14277,522,1390,30,30,البرز
932,IR.AR,8,پسر,شهر,5934,5784,150,1390,24,24,اردبیل
933,IR.BK,8,پسر,شهر,8919,8639,280,1390,5,05,کرمانشاه
934,IR.BS,8,پسر,شهر,5372,5066,306,1390,18,18,بوشهر
935,IR.CM,8,پسر,شهر,3801,3681,120,1390,14,14,چهارمحال و بختیاری
936,IR.EA,8,پسر,شهر,17156,16565,591,1390,3,03,آذربایجان شرقی
937,IR.ES,8,پسر,شهر,27827,26723,1104,1390,10,10,اصفهان
938,IR.FA,8,پسر,شهر,21029,19949,1080,1390,7,07,فارس
939,IR.GI,8,پسر,شهر,9270,8995,275,1390,1,01,گیلان
940,IR.GO,8,پسر,شهر,6520,6283,237,1390,27,27,گلستان
941,IR.HD,8,پسر,شهر,6465,6261,204,1390,13,13,همدان
942,IR.HG,8,پسر,شهر,6974,6516,458,1390,22,22,هرمزگان
943,IR.IL,8,پسر,شهر,2630,2549,81,1390,16,16,ایلام
944,IR.KB,8,پسر,شهر,2837,2752,85,1390,17,17,کهگیلویه و بویراحمد
945,IR.KD,8,پسر,شهر,7008,6735,273,1390,12,12,کردستان
946,IR.KE,8,پسر,شهر,13783,12720,1063,1390,8,08,کرمان
947,IR.KJ,8,پسر,شهر,3143,3030,113,1390,29,29,خراسان جنوبی
948,IR.KS,8,پسر,شهر,3329,3261,68,1390,28,28,خراسان شمالی
949,IR.KV,8,پسر,شهر,33739,32462,1277,1390,9,09,خراسان رضوی
950,IR.KZ,8,پسر,شهر,25394,24302,1092,1390,6,06,خوزستان
951,IR.LO,8,پسر,شهر,7601,7309,292,1390,15,15,لرستان
952,IR.MK,8,پسر,شهر,7257,7033,224,1390,0,00,مرکزی
953,IR.MN,8,پسر,شهر,10592,10263,329,1390,2,02,مازندران
954,IR.QM,8,پسر,شهر,8914,8637,277,1390,25,25,قم
955,IR.QZ,8,پسر,شهر,6306,5784,522,1390,26,26,قزوین
956,IR.SB,8,پسر,شهر,14429,13192,1237,1390,11,11,سیستان و بلوچستان
957,IR.SM,8,پسر,شهر,3435,3290,145,1390,20,20,سمنان
958,IR.TH,8,پسر,شهر,70530,67427,3103,1390,23,23,تهران
959,IR.WA,8,پسر,شهر,15009,14509,500,1390,4,04,آذربایجان غربی
960,IR.YA,8,پسر,شهر,7200,6731,469,1390,21,21,یزد
961,IR.ZA,8,پسر,شهر,4332,4243,89,1390,19,19,زنجان
962,IR.AL,9,پسر,شهر,14377,13874,503,1390,30,30,البرز
963,IR.AR,9,پسر,شهر,5815,5666,149,1390,24,24,اردبیل
964,IR.BK,9,پسر,شهر,8645,8393,252,1390,5,05,کرمانشاه
965,IR.BS,9,پسر,شهر,5302,5012,290,1390,18,18,بوشهر
966,IR.CM,9,پسر,شهر,3778,3659,119,1390,14,14,چهارمحال و بختیاری
967,IR.EA,9,پسر,شهر,17290,16717,573,1390,3,03,آذربایجان شرقی
968,IR.ES,9,پسر,شهر,27558,26634,924,1390,10,10,اصفهان
969,IR.FA,9,پسر,شهر,20682,19746,936,1390,7,07,فارس
970,IR.GI,9,پسر,شهر,9203,8931,272,1390,1,01,گیلان
971,IR.GO,9,پسر,شهر,6501,6301,200,1390,27,27,گلستان
972,IR.HD,9,پسر,شهر,6665,6463,202,1390,13,13,همدان
973,IR.HG,9,پسر,شهر,6787,6398,389,1390,22,22,هرمزگان
974,IR.IL,9,پسر,شهر,2525,2463,62,1390,16,16,ایلام
975,IR.KB,9,پسر,شهر,2764,2681,83,1390,17,17,کهگیلویه و بویراحمد
976,IR.KD,9,پسر,شهر,6801,6571,230,1390,12,12,کردستان
977,IR.KE,9,پسر,شهر,13607,12689,918,1390,8,08,کرمان
978,IR.KJ,9,پسر,شهر,3252,3161,91,1390,29,29,خراسان جنوبی
979,IR.KS,9,پسر,شهر,3295,3207,88,1390,28,28,خراسان شمالی
980,IR.KV,9,پسر,شهر,33810,32566,1244,1390,9,09,خراسان رضوی
981,IR.KZ,9,پسر,شهر,24913,23902,1011,1390,6,06,خوزستان
982,IR.LO,9,پسر,شهر,7377,7104,273,1390,15,15,لرستان
983,IR.MK,9,پسر,شهر,7269,7084,185,1390,0,00,مرکزی
984,IR.MN,9,پسر,شهر,10999,10669,330,1390,2,02,مازندران
985,IR.QM,9,پسر,شهر,8714,8421,293,1390,25,25,قم
986,IR.QZ,9,پسر,شهر,6337,5815,522,1390,26,26,قزوین
