,Code,age,sex,settlement,population.total,population.ed,population.not.ed,year,addressCod,addressCode,Pername
1960,IR.ES,13,پسر,غ?رساکن,0,0,0,1390,10,10,اصفهان
1961,IR.FA,13,پسر,غ?رساکن,103,61,42,1390,7,07,فارس
1962,IR.GI,13,پسر,غ?رساکن,0,0,0,1390,1,01,گیلان
1963,IR.GO,13,پسر,غ?رساکن,9,5,4,1390,27,27,گلستان
1964,IR.HD,13,پسر,غ?رساکن,11,3,8,1390,13,13,همدان
1965,IR.HG,13,پسر,غ?رساکن,30,17,13,1390,22,22,هرمزگان
1966,IR.IL,13,پسر,غ?رساکن,14,9,5,1390,16,16,ایلام
1967,IR.KB,13,پسر,غ?رساکن,8,6,2,1390,17,17,کهگیلویه و بویراحمد
1968,IR.KD,13,پسر,غ?رساکن,0,0,0,1390,12,12,کردستان
1969,IR.KE,13,پسر,غ?رساکن,46,32,14,1390,8,08,کرمان
1970,IR.KJ,13,پسر,غ?رساکن,1,1,0,1390,29,29,خراسان جنوبی
1971,IR.KS,13,پسر,غ?رساکن,23,13,10,1390,28,28,خراسان شمالی
1972,IR.KV,13,پسر,غ?رساکن,6,1,5,1390,9,09,خراسان رضوی
1973,IR.KZ,13,پسر,غ?رساکن,162,80,82,1390,6,06,خوزستان
1974,IR.LO,13,پسر,غ?رساکن,15,5,10,1390,15,15,لرستان
1975,IR.MK,13,پسر,غ?رساکن,0,0,0,1390,0,00,مرکزی
1976,IR.MN,13,پسر,غ?رساکن,0,0,0,1390,2,02,مازندران
1977,IR.QM,13,پسر,غ?رساکن,0,0,0,1390,25,25,قم
1978,IR.QZ,13,پسر,غ?رساکن,6,6,0,1390,26,26,قزوین
1979,IR.SB,13,پسر,غ?رساکن,47,18,29,1390,11,11,سیستان و بلوچستان
1980,IR.SM,13,پسر,غ?رساکن,0,0,0,1390,20,20,سمنان
1981,IR.TH,13,پسر,غ?رساکن,0,0,0,1390,23,23,تهران
1982,IR.WA,13,پسر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
1983,IR.YA,13,پسر,غ?رساکن,0,0,0,1390,21,21,یزد
1984,IR.ZA,13,پسر,غ?رساکن,0,0,0,1390,19,19,زنجان
1985,IR.AL,14,پسر,غ?رساکن,0,0,0,1390,30,30,البرز
1986,IR.AR,14,پسر,غ?رساکن,0,0,0,1390,24,24,اردبیل
1987,IR.BK,14,پسر,غ?رساکن,38,21,17,1390,5,05,کرمانشاه
1988,IR.BS,14,پسر,غ?رساکن,17,13,4,1390,18,18,بوشهر
1989,IR.CM,14,پسر,غ?رساکن,18,1,17,1390,14,14,چهارمحال و بختیاری
1990,IR.EA,14,پسر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
1991,IR.ES,14,پسر,غ?رساکن,2,1,1,1390,10,10,اصفهان
1992,IR.FA,14,پسر,غ?رساکن,94,43,51,1390,7,07,فارس
1993,IR.GI,14,پسر,غ?رساکن,0,0,0,1390,1,01,گیلان
1994,IR.GO,14,پسر,غ?رساکن,6,4,2,1390,27,27,گلستان
1995,IR.HD,14,پسر,غ?رساکن,11,6,5,1390,13,13,همدان
1996,IR.HG,14,پسر,غ?رساکن,34,9,25,1390,22,22,هرمزگان
1997,IR.IL,14,پسر,غ?رساکن,20,11,9,1390,16,16,ایلام
1998,IR.KB,14,پسر,غ?رساکن,12,11,1,1390,17,17,کهگیلویه و بویراحمد
1999,IR.KD,14,پسر,غ?رساکن,0,0,0,1390,12,12,کردستان
2000,IR.KE,14,پسر,غ?رساکن,70,49,21,1390,8,08,کرمان
2001,IR.KJ,14,پسر,غ?رساکن,0,0,0,1390,29,29,خراسان جنوبی
2002,IR.KS,14,پسر,غ?رساکن,15,8,7,1390,28,28,خراسان شمالی
2003,IR.KV,14,پسر,غ?رساکن,15,0,15,1390,9,09,خراسان رضوی
2004,IR.KZ,14,پسر,غ?رساکن,184,91,93,1390,6,06,خوزستان
2005,IR.LO,14,پسر,غ?رساکن,11,4,7,1390,15,15,لرستان
2006,IR.MK,14,پسر,غ?رساکن,0,0,0,1390,0,00,مرکزی
2007,IR.MN,14,پسر,غ?رساکن,0,0,0,1390,2,02,مازندران
2008,IR.QM,14,پسر,غ?رساکن,0,0,0,1390,25,25,قم
2009,IR.QZ,14,پسر,غ?رساکن,3,2,1,1390,26,26,قزوین
2010,IR.SB,14,پسر,غ?رساکن,40,13,27,1390,11,11,سیستان و بلوچستان
2011,IR.SM,14,پسر,غ?رساکن,0,0,0,1390,20,20,سمنان
2012,IR.TH,14,پسر,غ?رساکن,0,0,0,1390,23,23,تهران
2013,IR.WA,14,پسر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
2014,IR.YA,14,پسر,غ?رساکن,0,0,0,1390,21,21,یزد
2015,IR.ZA,14,پسر,غ?رساکن,0,0,0,1390,19,19,زنجان
2016,IR.AL,15,پسر,غ?رساکن,0,0,0,1390,30,30,البرز
2017,IR.AR,15,پسر,غ?رساکن,0,0,0,1390,24,24,اردبیل
2018,IR.BK,15,پسر,غ?رساکن,32,15,17,1390,5,05,کرمانشاه
2019,IR.BS,15,پسر,غ?رساکن,32,16,16,1390,18,18,بوشهر
2020,IR.CM,15,پسر,غ?رساکن,7,0,7,1390,14,14,چهارمحال و بختیاری
2021,IR.EA,15,پسر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
2022,IR.ES,15,پسر,غ?رساکن,0,0,0,1390,10,10,اصفهان
2023,IR.FA,15,پسر,غ?رساکن,152,54,98,1390,7,07,فارس
2024,IR.GI,15,پسر,غ?رساکن,0,0,0,1390,1,01,گیلان
2025,IR.GO,15,پسر,غ?رساکن,8,3,5,1390,27,27,گلستان
2026,IR.HD,15,پسر,غ?رساکن,16,6,10,1390,13,13,همدان
2027,IR.HG,15,پسر,غ?رساکن,37,12,25,1390,22,22,هرمزگان
2028,IR.IL,15,پسر,غ?رساکن,20,10,10,1390,16,16,ایلام
2029,IR.KB,15,پسر,غ?رساکن,17,13,4,1390,17,17,کهگیلویه و بویراحمد
2030,IR.KD,15,پسر,غ?رساکن,0,0,0,1390,12,12,کردستان
2031,IR.KE,15,پسر,غ?رساکن,68,31,37,1390,8,08,کرمان
2032,IR.KJ,15,پسر,غ?رساکن,0,0,0,1390,29,29,خراسان جنوبی
2033,IR.KS,15,پسر,غ?رساکن,21,8,13,1390,28,28,خراسان شمالی
2034,IR.KV,15,پسر,غ?رساکن,6,0,6,1390,9,09,خراسان رضوی
2035,IR.KZ,15,پسر,غ?رساکن,183,72,111,1390,6,06,خوزستان
2036,IR.LO,15,پسر,غ?رساکن,12,4,8,1390,15,15,لرستان
2037,IR.MK,15,پسر,غ?رساکن,0,0,0,1390,0,00,مرکزی
2038,IR.MN,15,پسر,غ?رساکن,0,0,0,1390,2,02,مازندران
2039,IR.QM,15,پسر,غ?رساکن,0,0,0,1390,25,25,قم
2040,IR.QZ,15,پسر,غ?رساکن,2,1,1,1390,26,26,قزوین
2041,IR.SB,15,پسر,غ?رساکن,31,9,22,1390,11,11,سیستان و بلوچستان
2042,IR.SM,15,پسر,غ?رساکن,0,0,0,1390,20,20,سمنان
2043,IR.TH,15,پسر,غ?رساکن,0,0,0,1390,23,23,تهران
2044,IR.WA,15,پسر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
2045,IR.YA,15,پسر,غ?رساکن,0,0,0,1390,21,21,یزد
2046,IR.ZA,15,پسر,غ?رساکن,0,0,0,1390,19,19,زنجان
2047,IR.AL,16,پسر,غ?رساکن,0,0,0,1390,30,30,البرز
2048,IR.AR,16,پسر,غ?رساکن,0,0,0,1390,24,24,اردبیل
2049,IR.BK,16,پسر,غ?رساکن,44,13,31,1390,5,05,کرمانشاه
2050,IR.BS,16,پسر,غ?رساکن,26,18,8,1390,18,18,بوشهر
2051,IR.CM,16,پسر,غ?رساکن,19,0,19,1390,14,14,چهارمحال و بختیاری
2052,IR.EA,16,پسر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
2053,IR.ES,16,پسر,غ?رساکن,1,0,1,1390,10,10,اصفهان
2054,IR.FA,16,پسر,غ?رساکن,140,51,89,1390,7,07,فارس
2055,IR.GI,16,پسر,غ?رساکن,0,0,0,1390,1,01,گیلان
2056,IR.GO,16,پسر,غ?رساکن,5,0,5,1390,27,27,گلستان
2057,IR.HD,16,پسر,غ?رساکن,17,1,16,1390,13,13,همدان
2058,IR.HG,16,پسر,غ?رساکن,35,9,26,1390,22,22,هرمزگان
2059,IR.IL,16,پسر,غ?رساکن,15,7,8,1390,16,16,ایلام
2060,IR.KB,16,پسر,غ?رساکن,12,8,4,1390,17,17,کهگیلویه و بویراحمد
2061,IR.KD,16,پسر,غ?رساکن,0,0,0,1390,12,12,کردستان
2062,IR.KE,16,پسر,غ?رساکن,72,39,33,1390,8,08,کرمان
2063,IR.KJ,16,پسر,غ?رساکن,2,1,1,1390,29,29,خراسان جنوبی
2064,IR.KS,16,پسر,غ?رساکن,24,4,20,1390,28,28,خراسان شمالی
2065,IR.KV,16,پسر,غ?رساکن,8,0,8,1390,9,09,خراسان رضوی
2066,IR.KZ,16,پسر,غ?رساکن,172,63,109,1390,6,06,خوزستان
2067,IR.LO,16,پسر,غ?رساکن,8,1,7,1390,15,15,لرستان
2068,IR.MK,16,پسر,غ?رساکن,0,0,0,1390,0,00,مرکزی
2069,IR.MN,16,پسر,غ?رساکن,0,0,0,1390,2,02,مازندران
2070,IR.QM,16,پسر,غ?رساکن,0,0,0,1390,25,25,قم
2071,IR.QZ,16,پسر,غ?رساکن,4,3,1,1390,26,26,قزوین
2072,IR.SB,16,پسر,غ?رساکن,46,10,36,1390,11,11,سیستان و بلوچستان
2073,IR.SM,16,پسر,غ?رساکن,0,0,0,1390,20,20,سمنان
2074,IR.TH,16,پسر,غ?رساکن,0,0,0,1390,23,23,تهران
2075,IR.WA,16,پسر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
2076,IR.YA,16,پسر,غ?رساکن,0,0,0,1390,21,21,یزد
2077,IR.ZA,16,پسر,غ?رساکن,0,0,0,1390,19,19,زنجان
2078,IR.AL,17,پسر,غ?رساکن,0,0,0,1390,30,30,البرز
2079,IR.AR,17,پسر,غ?رساکن,0,0,0,1390,24,24,اردبیل
2080,IR.BK,17,پسر,غ?رساکن,34,6,28,1390,5,05,کرمانشاه
2081,IR.BS,17,پسر,غ?رساکن,24,9,15,1390,18,18,بوشهر
2082,IR.CM,17,پسر,غ?رساکن,19,1,18,1390,14,14,چهارمحال و بختیاری
2083,IR.EA,17,پسر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
2084,IR.ES,17,پسر,غ?رساکن,0,0,0,1390,10,10,اصفهان
2085,IR.FA,17,پسر,غ?رساکن,163,42,121,1390,7,07,فارس
2086,IR.GI,17,پسر,غ?رساکن,0,0,0,1390,1,01,گیلان
2087,IR.GO,17,پسر,غ?رساکن,9,0,9,1390,27,27,گلستان
2088,IR.HD,17,پسر,غ?رساکن,20,6,14,1390,13,13,همدان
2089,IR.HG,17,پسر,غ?رساکن,47,5,42,1390,22,22,هرمزگان
2090,IR.IL,17,پسر,غ?رساکن,27,5,22,1390,16,16,ایلام
2091,IR.KB,17,پسر,غ?رساکن,18,10,8,1390,17,17,کهگیلویه و بویراحمد
2092,IR.KD,17,پسر,غ?رساکن,0,0,0,1390,12,12,کردستان
2093,IR.KE,17,پسر,غ?رساکن,81,39,42,1390,8,08,کرمان
2094,IR.KJ,17,پسر,غ?رساکن,2,1,1,1390,29,29,خراسان جنوبی
2095,IR.KS,17,پسر,غ?رساکن,19,3,16,1390,28,28,خراسان شمالی
2096,IR.KV,17,پسر,غ?رساکن,10,1,9,1390,9,09,خراسان رضوی
2097,IR.KZ,17,پسر,غ?رساکن,179,40,139,1390,6,06,خوزستان
2098,IR.LO,17,پسر,غ?رساکن,11,1,10,1390,15,15,لرستان
2099,IR.MK,17,پسر,غ?رساکن,0,0,0,1390,0,00,مرکزی
2100,IR.MN,17,پسر,غ?رساکن,0,0,0,1390,2,02,مازندران
2101,IR.QM,17,پسر,غ?رساکن,0,0,0,1390,25,25,قم
2102,IR.QZ,17,پسر,غ?رساکن,3,2,1,1390,26,26,قزوین
2103,IR.SB,17,پسر,غ?رساکن,43,10,33,1390,11,11,سیستان و بلوچستان
2104,IR.SM,17,پسر,غ?رساکن,0,0,0,1390,20,20,سمنان
2105,IR.TH,17,پسر,غ?رساکن,0,0,0,1390,23,23,تهران
2106,IR.WA,17,پسر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
2107,IR.YA,17,پسر,غ?رساکن,0,0,0,1390,21,21,یزد
2108,IR.ZA,17,پسر,غ?رساکن,0,0,0,1390,19,19,زنجان
2109,IR.AL,18,پسر,غ?رساکن,0,0,0,1390,30,30,البرز
2110,IR.AR,18,پسر,غ?رساکن,0,0,0,1390,24,24,اردبیل
2111,IR.BK,18,پسر,غ?رساکن,46,7,39,1390,5,05,کرمانشاه
2112,IR.BS,18,پسر,غ?رساکن,40,13,27,1390,18,18,بوشهر
2113,IR.CM,18,پسر,غ?رساکن,20,1,19,1390,14,14,چهارمحال و بختیاری
2114,IR.EA,18,پسر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
2115,IR.ES,18,پسر,غ?رساکن,1,0,1,1390,10,10,اصفهان
2116,IR.FA,18,پسر,غ?رساکن,179,35,144,1390,7,07,فارس
2117,IR.GI,18,پسر,غ?رساکن,0,0,0,1390,1,01,گیلان
2118,IR.GO,18,پسر,غ?رساکن,8,1,7,1390,27,27,گلستان
2119,IR.HD,18,پسر,غ?رساکن,17,3,14,1390,13,13,همدان
2120,IR.HG,18,پسر,غ?رساکن,49,4,45,1390,22,22,هرمزگان
2121,IR.IL,18,پسر,غ?رساکن,29,8,21,1390,16,16,ایلام
2122,IR.KB,18,پسر,غ?رساکن,29,16,13,1390,17,17,کهگیلویه و بویراحمد
2123,IR.KD,18,پسر,غ?رساکن,0,0,0,1390,12,12,کردستان
2124,IR.KE,18,پسر,غ?رساکن,83,30,53,1390,8,08,کرمان
2125,IR.KJ,18,پسر,غ?رساکن,0,0,0,1390,29,29,خراسان جنوبی
2126,IR.KS,18,پسر,غ?رساکن,23,4,19,1390,28,28,خراسان شمالی
2127,IR.KV,18,پسر,غ?رساکن,10,1,9,1390,9,09,خراسان رضوی
2128,IR.KZ,18,پسر,غ?رساکن,182,25,157,1390,6,06,خوزستان
2129,IR.LO,18,پسر,غ?رساکن,17,1,16,1390,15,15,لرستان
2130,IR.MK,18,پسر,غ?رساکن,0,0,0,1390,0,00,مرکزی
2131,IR.MN,18,پسر,غ?رساکن,0,0,0,1390,2,02,مازندران
2132,IR.QM,18,پسر,غ?رساکن,0,0,0,1390,25,25,قم
2133,IR.QZ,18,پسر,غ?رساکن,4,0,4,1390,26,26,قزوین
2134,IR.SB,18,پسر,غ?رساکن,35,2,33,1390,11,11,سیستان و بلوچستان
2135,IR.SM,18,پسر,غ?رساکن,0,0,0,1390,20,20,سمنان
2136,IR.TH,18,پسر,غ?رساکن,0,0,0,1390,23,23,تهران
2137,IR.WA,18,پسر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
2138,IR.YA,18,پسر,غ?رساکن,0,0,0,1390,21,21,یزد
2139,IR.ZA,18,پسر,غ?رساکن,0,0,0,1390,19,19,زنجان
2140,IR.AL,19,پسر,غ?رساکن,0,0,0,1390,30,30,البرز
2141,IR.AR,19,پسر,غ?رساکن,0,0,0,1390,24,24,اردبیل
2142,IR.BK,19,پسر,غ?رساکن,42,4,38,1390,5,05,کرمانشاه
2143,IR.BS,19,پسر,غ?رساکن,18,1,17,1390,18,18,بوشهر
2144,IR.CM,19,پسر,غ?رساکن,24,1,23,1390,14,14,چهارمحال و بختیاری
2145,IR.EA,19,پسر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
2146,IR.ES,19,پسر,غ?رساکن,2,0,2,1390,10,10,اصفهان
2147,IR.FA,19,پسر,غ?رساکن,166,30,136,1390,7,07,فارس
2148,IR.GI,19,پسر,غ?رساکن,0,0,0,1390,1,01,گیلان
2149,IR.GO,19,پسر,غ?رساکن,6,0,6,1390,27,27,گلستان
2150,IR.HD,19,پسر,غ?رساکن,12,3,9,1390,13,13,همدان
2151,IR.HG,19,پسر,غ?رساکن,47,0,47,1390,22,22,هرمزگان
2152,IR.IL,19,پسر,غ?رساکن,20,3,17,1390,16,16,ایلام
2153,IR.KB,19,پسر,غ?رساکن,15,5,10,1390,17,17,کهگیلویه و بویراحمد
2154,IR.KD,19,پسر,غ?رساکن,0,0,0,1390,12,12,کردستان
2155,IR.KE,19,پسر,غ?رساکن,79,25,54,1390,8,08,کرمان
2156,IR.KJ,19,پسر,غ?رساکن,1,1,0,1390,29,29,خراسان جنوبی
2157,IR.KS,19,پسر,غ?رساکن,10,0,10,1390,28,28,خراسان شمالی
2158,IR.KV,19,پسر,غ?رساکن,6,0,6,1390,9,09,خراسان رضوی
2159,IR.KZ,19,پسر,غ?رساکن,143,14,129,1390,6,06,خوزستان
2160,IR.LO,19,پسر,غ?رساکن,15,1,14,1390,15,15,لرستان
2161,IR.MK,19,پسر,غ?رساکن,0,0,0,1390,0,00,مرکزی
2162,IR.MN,19,پسر,غ?رساکن,0,0,0,1390,2,02,مازندران
2163,IR.QM,19,پسر,غ?رساکن,0,0,0,1390,25,25,قم
2164,IR.QZ,19,پسر,غ?رساکن,3,0,3,1390,26,26,قزوین
2165,IR.SB,19,پسر,غ?رساکن,35,3,32,1390,11,11,سیستان و بلوچستان
2166,IR.SM,19,پسر,غ?رساکن,0,0,0,1390,20,20,سمنان
2167,IR.TH,19,پسر,غ?رساکن,0,0,0,1390,23,23,تهران
2168,IR.WA,19,پسر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
2169,IR.YA,19,پسر,غ?رساکن,0,0,0,1390,21,21,یزد
2170,IR.ZA,19,پسر,غ?رساکن,0,0,0,1390,19,19,زنجان
2171,IR.AL,6,دختر,غ?رساکن,0,0,0,1390,30,30,البرز
2172,IR.AR,6,دختر,غ?رساکن,0,0,0,1390,24,24,اردبیل
2173,IR.BK,6,دختر,غ?رساکن,31,8,23,1390,5,05,کرمانشاه
2174,IR.BS,6,دختر,غ?رساکن,26,19,7,1390,18,18,بوشهر
2175,IR.CM,6,دختر,غ?رساکن,14,2,12,1390,14,14,چهارمحال و بختیاری
2176,IR.EA,6,دختر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
2177,IR.ES,6,دختر,غ?رساکن,0,0,0,1390,10,10,اصفهان
2178,IR.FA,6,دختر,غ?رساکن,141,108,33,1390,7,07,فارس
2179,IR.GI,6,دختر,غ?رساکن,0,0,0,1390,1,01,گیلان
2180,IR.GO,6,دختر,غ?رساکن,5,3,2,1390,27,27,گلستان
2181,IR.HD,6,دختر,غ?رساکن,2,0,2,1390,13,13,همدان
2182,IR.HG,6,دختر,غ?رساکن,31,11,20,1390,22,22,هرمزگان
2183,IR.IL,6,دختر,غ?رساکن,9,7,2,1390,16,16,ایلام
2184,IR.KB,6,دختر,غ?رساکن,5,2,3,1390,17,17,کهگیلویه و بویراحمد
2185,IR.KD,6,دختر,غ?رساکن,0,0,0,1390,12,12,کردستان
2186,IR.KE,6,دختر,غ?رساکن,43,25,18,1390,8,08,کرمان
2187,IR.KJ,6,دختر,غ?رساکن,0,0,0,1390,29,29,خراسان جنوبی
2188,IR.KS,6,دختر,غ?رساکن,24,12,12,1390,28,28,خراسان شمالی
2189,IR.KV,6,دختر,غ?رساکن,10,2,8,1390,9,09,خراسان رضوی
2190,IR.KZ,6,دختر,غ?رساکن,114,66,48,1390,6,06,خوزستان
2191,IR.LO,6,دختر,غ?رساکن,14,10,4,1390,15,15,لرستان
2192,IR.MK,6,دختر,غ?رساکن,0,0,0,1390,0,00,مرکزی
2193,IR.MN,6,دختر,غ?رساکن,0,0,0,1390,2,02,مازندران
2194,IR.QM,6,دختر,غ?رساکن,0,0,0,1390,25,25,قم
2195,IR.QZ,6,دختر,غ?رساکن,3,1,2,1390,26,26,قزوین
2196,IR.SB,6,دختر,غ?رساکن,52,11,41,1390,11,11,سیستان و بلوچستان
2197,IR.SM,6,دختر,غ?رساکن,0,0,0,1390,20,20,سمنان
2198,IR.TH,6,دختر,غ?رساکن,0,0,0,1390,23,23,تهران
2199,IR.WA,6,دختر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
2200,IR.YA,6,دختر,غ?رساکن,0,0,0,1390,21,21,یزد
2201,IR.ZA,6,دختر,غ?رساکن,0,0,0,1390,19,19,زنجان
2202,IR.AL,7,دختر,غ?رساکن,0,0,0,1390,30,30,البرز
2203,IR.AR,7,دختر,غ?رساکن,0,0,0,1390,24,24,اردبیل
2204,IR.BK,7,دختر,غ?رساکن,27,14,13,1390,5,05,کرمانشاه
2205,IR.BS,7,دختر,غ?رساکن,21,18,3,1390,18,18,بوشهر
2206,IR.CM,7,دختر,غ?رساکن,10,2,8,1390,14,14,چهارمحال و بختیاری
2207,IR.EA,7,دختر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
2208,IR.ES,7,دختر,غ?رساکن,0,0,0,1390,10,10,اصفهان
2209,IR.FA,7,دختر,غ?رساکن,116,97,19,1390,7,07,فارس
2210,IR.GI,7,دختر,غ?رساکن,0,0,0,1390,1,01,گیلان
2211,IR.GO,7,دختر,غ?رساکن,6,5,1,1390,27,27,گلستان
2212,IR.HD,7,دختر,غ?رساکن,10,5,5,1390,13,13,همدان
2213,IR.HG,7,دختر,غ?رساکن,22,13,9,1390,22,22,هرمزگان
2214,IR.IL,7,دختر,غ?رساکن,14,12,2,1390,16,16,ایلام
2215,IR.KB,7,دختر,غ?رساکن,11,7,4,1390,17,17,کهگیلویه و بویراحمد
2216,IR.KD,7,دختر,غ?رساکن,0,0,0,1390,12,12,کردستان
2217,IR.KE,7,دختر,غ?رساکن,50,32,18,1390,8,08,کرمان
2218,IR.KJ,7,دختر,غ?رساکن,0,0,0,1390,29,29,خراسان جنوبی
2219,IR.KS,7,دختر,غ?رساکن,22,22,0,1390,28,28,خراسان شمالی
2220,IR.KV,7,دختر,غ?رساکن,8,0,8,1390,9,09,خراسان رضوی
2221,IR.KZ,7,دختر,غ?رساکن,124,92,32,1390,6,06,خوزستان
2222,IR.LO,7,دختر,غ?رساکن,13,9,4,1390,15,15,لرستان
2223,IR.MK,7,دختر,غ?رساکن,0,0,0,1390,0,00,مرکزی
2224,IR.MN,7,دختر,غ?رساکن,0,0,0,1390,2,02,مازندران
2225,IR.QM,7,دختر,غ?رساکن,0,0,0,1390,25,25,قم
2226,IR.QZ,7,دختر,غ?رساکن,2,1,1,1390,26,26,قزوین
2227,IR.SB,7,دختر,غ?رساکن,41,18,23,1390,11,11,سیستان و بلوچستان
2228,IR.SM,7,دختر,غ?رساکن,0,0,0,1390,20,20,سمنان
2229,IR.TH,7,دختر,غ?رساکن,0,0,0,1390,23,23,تهران
2230,IR.WA,7,دختر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
2231,IR.YA,7,دختر,غ?رساکن,0,0,0,1390,21,21,یزد
2232,IR.ZA,7,دختر,غ?رساکن,0,0,0,1390,19,19,زنجان
2233,IR.AL,8,دختر,غ?رساکن,0,0,0,1390,30,30,البرز
2234,IR.AR,8,دختر,غ?رساکن,0,0,0,1390,24,24,اردبیل
2235,IR.BK,8,دختر,غ?رساکن,20,14,6,1390,5,05,کرمانشاه
2236,IR.BS,8,دختر,غ?رساکن,20,19,1,1390,18,18,بوشهر
2237,IR.CM,8,دختر,غ?رساکن,16,6,10,1390,14,14,چهارمحال و بختیاری
2238,IR.EA,8,دختر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
2239,IR.ES,8,دختر,غ?رساکن,0,0,0,1390,10,10,اصفهان
2240,IR.FA,8,دختر,غ?رساکن,120,112,8,1390,7,07,فارس
2241,IR.GI,8,دختر,غ?رساکن,0,0,0,1390,1,01,گیلان
2242,IR.GO,8,دختر,غ?رساکن,5,5,0,1390,27,27,گلستان
2243,IR.HD,8,دختر,غ?رساکن,8,5,3,1390,13,13,همدان
2244,IR.HG,8,دختر,غ?رساکن,28,19,9,1390,22,22,هرمزگان
2245,IR.IL,8,دختر,غ?رساکن,5,3,2,1390,16,16,ایلام
2246,IR.KB,8,دختر,غ?رساکن,9,8,1,1390,17,17,کهگیلویه و بویراحمد
2247,IR.KD,8,دختر,غ?رساکن,0,0,0,1390,12,12,کردستان
2248,IR.KE,8,دختر,غ?رساکن,54,42,12,1390,8,08,کرمان
2249,IR.KJ,8,دختر,غ?رساکن,0,0,0,1390,29,29,خراسان جنوبی
2250,IR.KS,8,دختر,غ?رساکن,15,14,1,1390,28,28,خراسان شمالی
2251,IR.KV,8,دختر,غ?رساکن,8,3,5,1390,9,09,خراسان رضوی
2252,IR.KZ,8,دختر,غ?رساکن,152,120,32,1390,6,06,خوزستان
2253,IR.LO,8,دختر,غ?رساکن,7,6,1,1390,15,15,لرستان
2254,IR.MK,8,دختر,غ?رساکن,0,0,0,1390,0,00,مرکزی
2255,IR.MN,8,دختر,غ?رساکن,0,0,0,1390,2,02,مازندران
2256,IR.QM,8,دختر,غ?رساکن,0,0,0,1390,25,25,قم
2257,IR.QZ,8,دختر,غ?رساکن,3,3,0,1390,26,26,قزوین
2258,IR.SB,8,دختر,غ?رساکن,39,13,26,1390,11,11,سیستان و بلوچستان
2259,IR.SM,8,دختر,غ?رساکن,0,0,0,1390,20,20,سمنان
2260,IR.TH,8,دختر,غ?رساکن,0,0,0,1390,23,23,تهران
2261,IR.WA,8,دختر,غ?رساکن,0,0,0,1390,4,04,آذربایجان غربی
2262,IR.YA,8,دختر,غ?رساکن,0,0,0,1390,21,21,یزد
2263,IR.ZA,8,دختر,غ?رساکن,0,0,0,1390,19,19,زنجان
2264,IR.AL,9,دختر,غ?رساکن,0,0,0,1390,30,30,البرز
2265,IR.AR,9,دختر,غ?رساکن,0,0,0,1390,24,24,اردبیل
2266,IR.BK,9,دختر,غ?رساکن,18,8,10,1390,5,05,کرمانشاه
2267,IR.BS,9,دختر,غ?رساکن,21,19,2,1390,18,18,بوشهر
2268,IR.CM,9,دختر,غ?رساکن,6,5,1,1390,14,14,چهارمحال و بختیاری
2269,IR.EA,9,دختر,غ?رساکن,0,0,0,1390,3,03,آذربایجان شرقی
2270,IR.ES,9,دختر,غ?رساکن,1,1,0,1390,10,10,اصفهان
2271,IR.FA,9,دختر,غ?رساکن,141,133,8,1390,7,07,فارس
2272,IR.GI,9,دختر,غ?رساکن,0,0,0,1390,1,01,گیلان
2273,IR.GO,9,دختر,غ?رساکن,5,5,0,1390,27,27,گلستان
2274,IR.HD,9,دختر,غ?رساکن,14,7,7,1390,13,13,همدان
2275,IR.HG,9,دختر,غ?رساکن,28,18,10,1390,22,22,هرمزگان
2276,IR.IL,9,دختر,غ?رساکن,16,13,3,1390,16,16,ایلام
2277,IR.KB,9,دختر,غ?رساکن,7,4,3,1390,17,17,کهگیلویه و بویراحمد
2278,IR.KD,9,دختر,غ?رساکن,0,0,0,1390,12,12,کردستان
2279,IR.KE,9,دختر,غ?رساکن,45,35,10,1390,8,08,کرمان
2280,IR.KJ,9,دختر,غ?رساکن,0,0,0,1390,29,29,خراسان جنوبی
2281,IR.KS,9,دختر,غ?رساکن,18,16,2,1390,28,28,خراسان شمالی
2282,IR.KV,9,دختر,غ?رساکن,6,0,6,1390,9,09,خراسان رضوی
2283,IR.KZ,9,دختر,غ?رساکن,144,122,22,1390,6,06,خوزستان
2284,IR.LO,9,دختر,غ?رساکن,5,4,1,1390,15,15,لرستان
2285,IR.MK,9,دختر,غ?رساکن,0,0,0,1390,0,00,مرکزی
